ubigeo_ori,ubigeo_des,cases,dept_ori,prov_ori,distr_ori,dept_des,prov_des,distr_des
150810,150905,37,LIMA,HUAURA,SANTA MARIA,LIMA,OYON,NAVAN
150810,150906,38,LIMA,HUAURA,SANTA MARIA,LIMA,OYON,PACHANGARA
150810,151003,2,LIMA,HUAURA,SANTA MARIA,LIMA,YAUYOS,ALLAUCA
150810,151011,1,LIMA,HUAURA,SANTA MARIA,LIMA,YAUYOS,COLONIA
150810,151022,1,LIMA,HUAURA,SANTA MARIA,LIMA,YAUYOS,OMAS
150811,070101,21,LIMA,HUAURA,SAYAN,CALLAO,CALLAO,CALLAO
150811,070102,2,LIMA,HUAURA,SAYAN,CALLAO,CALLAO,BELLAVISTA
150811,070103,3,LIMA,HUAURA,SAYAN,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
150811,070104,1,LIMA,HUAURA,SAYAN,CALLAO,CALLAO,LA PERLA
150811,070106,20,LIMA,HUAURA,SAYAN,CALLAO,CALLAO,VENTANILLA
150811,150101,34,LIMA,HUAURA,SAYAN,LIMA,LIMA,LIMA
150811,150102,4,LIMA,HUAURA,SAYAN,LIMA,LIMA,ANCON
150811,150103,36,LIMA,HUAURA,SAYAN,LIMA,LIMA,ATE
150811,150105,10,LIMA,HUAURA,SAYAN,LIMA,LIMA,BRENA
150811,150106,8,LIMA,HUAURA,SAYAN,LIMA,LIMA,CARABAYLLO
150811,150107,2,LIMA,HUAURA,SAYAN,LIMA,LIMA,CHACLACAYO
150811,150108,14,LIMA,HUAURA,SAYAN,LIMA,LIMA,CHORRILLOS
150811,150109,2,LIMA,HUAURA,SAYAN,LIMA,LIMA,CIENEGUILLA
150811,150110,30,LIMA,HUAURA,SAYAN,LIMA,LIMA,COMAS
150811,150111,9,LIMA,HUAURA,SAYAN,LIMA,LIMA,EL AGUSTINO
150811,150112,14,LIMA,HUAURA,SAYAN,LIMA,LIMA,INDEPENDENCIA
150811,150113,2,LIMA,HUAURA,SAYAN,LIMA,LIMA,JESUS MARIA
150811,150114,2,LIMA,HUAURA,SAYAN,LIMA,LIMA,LA MOLINA
150811,150115,5,LIMA,HUAURA,SAYAN,LIMA,LIMA,LA VICTORIA
150811,150116,1,LIMA,HUAURA,SAYAN,LIMA,LIMA,LINCE
150811,150117,40,LIMA,HUAURA,SAYAN,LIMA,LIMA,LOS OLIVOS
150811,150118,1,LIMA,HUAURA,SAYAN,LIMA,LIMA,LURIGANCHO
150811,150119,12,LIMA,HUAURA,SAYAN,LIMA,LIMA,LURIN
150811,150121,1,LIMA,HUAURA,SAYAN,LIMA,LIMA,PUEBLO LIBRE
150811,150122,1,LIMA,HUAURA,SAYAN,LIMA,LIMA,MIRAFLORES
150811,150125,47,LIMA,HUAURA,SAYAN,LIMA,LIMA,PUENTE PIEDRA
150811,150128,7,LIMA,HUAURA,SAYAN,LIMA,LIMA,RIMAC
150811,150130,1,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN BORJA
150811,150131,3,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN ISIDRO
150811,150132,51,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150811,150133,9,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150811,150134,5,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN LUIS
150811,150135,53,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN MARTIN DE PORRES
150811,150136,4,LIMA,HUAURA,SAYAN,LIMA,LIMA,SAN MIGUEL
150811,150137,12,LIMA,HUAURA,SAYAN,LIMA,LIMA,SANTA ANITA
150811,150139,3,LIMA,HUAURA,SAYAN,LIMA,LIMA,SANTA ROSA
150811,150140,16,LIMA,HUAURA,SAYAN,LIMA,LIMA,SANTIAGO DE SURCO
150811,150141,3,LIMA,HUAURA,SAYAN,LIMA,LIMA,SURQUILLO
150811,150142,12,LIMA,HUAURA,SAYAN,LIMA,LIMA,VILLA EL SALVADOR
150811,150143,6,LIMA,HUAURA,SAYAN,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
150811,150201,32,LIMA,HUAURA,SAYAN,LIMA,BARRANCA,BARRANCA
150811,150202,17,LIMA,HUAURA,SAYAN,LIMA,BARRANCA,PARAMONGA
150811,150203,7,LIMA,HUAURA,SAYAN,LIMA,BARRANCA,PATIVILCA
150811,150204,6,LIMA,HUAURA,SAYAN,LIMA,BARRANCA,SUPE
150811,150205,2,LIMA,HUAURA,SAYAN,LIMA,BARRANCA,SUPE PUERTO
150811,150301,1,LIMA,HUAURA,SAYAN,LIMA,CAJATAMBO,CAJATAMBO
150811,150303,1,LIMA,HUAURA,SAYAN,LIMA,CAJATAMBO,GORGOR
150811,150406,1,LIMA,HUAURA,SAYAN,LIMA,CANTA,SAN BUENAVENTURA
150811,150501,2,LIMA,HUAURA,SAYAN,LIMA,CANETE,SAN VICENTE DE CANETE
150811,150505,2,LIMA,HUAURA,SAYAN,LIMA,CANETE,CHILCA
150811,150507,2,LIMA,HUAURA,SAYAN,LIMA,CANETE,IMPERIAL
150811,150509,2,LIMA,HUAURA,SAYAN,LIMA,CANETE,MALA
150811,150601,62,LIMA,HUAURA,SAYAN,LIMA,HUARAL,HUARAL
150811,150604,8,LIMA,HUAURA,SAYAN,LIMA,HUARAL,AUCALLAMA
150811,150605,49,LIMA,HUAURA,SAYAN,LIMA,HUARAL,CHANCAY
150811,150606,5,LIMA,HUAURA,SAYAN,LIMA,HUARAL,IHUARI
150811,150608,1,LIMA,HUAURA,SAYAN,LIMA,HUARAL,PACARAOS
150811,150714,1,LIMA,HUAURA,SAYAN,LIMA,HUAROCHIRI,RICARDO PALMA
150811,150715,2,LIMA,HUAURA,SAYAN,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA
150811,150728,7,LIMA,HUAURA,SAYAN,LIMA,HUAROCHIRI,SANTA EULALIA
150811,150732,2,LIMA,HUAURA,SAYAN,LIMA,HUAROCHIRI,SURCO
150811,150801,115,LIMA,HUAURA,SAYAN,LIMA,HUAURA,HUACHO
150811,150803,2,LIMA,HUAURA,SAYAN,LIMA,HUAURA,CALETA DE CARQUIN
150811,150804,5,LIMA,HUAURA,SAYAN,LIMA,HUAURA,CHECRAS
150811,150805,9,LIMA,HUAURA,SAYAN,LIMA,HUAURA,HUALMAY
150811,150806,38,LIMA,HUAURA,SAYAN,LIMA,HUAURA,HUAURA
150811,150807,11,LIMA,HUAURA,SAYAN,LIMA,HUAURA,LEONCIO PRADO
150811,150808,3,LIMA,HUAURA,SAYAN,LIMA,HUAURA,PACCHO
150811,150810,30,LIMA,HUAURA,SAYAN,LIMA,HUAURA,SANTA MARIA
150811,150811,18822,LIMA,HUAURA,SAYAN,LIMA,HUAURA,SAYAN
150811,150812,9,LIMA,HUAURA,SAYAN,LIMA,HUAURA,VEGUETA
150811,150901,22,LIMA,HUAURA,SAYAN,LIMA,OYON,OYON
150811,150903,9,LIMA,HUAURA,SAYAN,LIMA,OYON,CAUJUL
150811,150904,5,LIMA,HUAURA,SAYAN,LIMA,OYON,COCHAMARCA
150811,150905,5,LIMA,HUAURA,SAYAN,LIMA,OYON,NAVAN
150811,150906,8,LIMA,HUAURA,SAYAN,LIMA,OYON,PACHANGARA
150811,151003,2,LIMA,HUAURA,SAYAN,LIMA,YAUYOS,ALLAUCA
150812,070101,26,LIMA,HUAURA,VEGUETA,CALLAO,CALLAO,CALLAO
150812,070102,3,LIMA,HUAURA,VEGUETA,CALLAO,CALLAO,BELLAVISTA
150812,070103,3,LIMA,HUAURA,VEGUETA,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
150812,070104,1,LIMA,HUAURA,VEGUETA,CALLAO,CALLAO,LA PERLA
150812,070106,39,LIMA,HUAURA,VEGUETA,CALLAO,CALLAO,VENTANILLA
150812,150101,46,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LIMA
150812,150102,16,LIMA,HUAURA,VEGUETA,LIMA,LIMA,ANCON
150812,150103,54,LIMA,HUAURA,VEGUETA,LIMA,LIMA,ATE
150812,150106,23,LIMA,HUAURA,VEGUETA,LIMA,LIMA,CARABAYLLO
150812,150107,4,LIMA,HUAURA,VEGUETA,LIMA,LIMA,CHACLACAYO
150812,150108,8,LIMA,HUAURA,VEGUETA,LIMA,LIMA,CHORRILLOS
150812,150110,59,LIMA,HUAURA,VEGUETA,LIMA,LIMA,COMAS
150812,150111,18,LIMA,HUAURA,VEGUETA,LIMA,LIMA,EL AGUSTINO
150812,150112,20,LIMA,HUAURA,VEGUETA,LIMA,LIMA,INDEPENDENCIA
150812,150113,2,LIMA,HUAURA,VEGUETA,LIMA,LIMA,JESUS MARIA
150812,150114,4,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LA MOLINA
150812,150115,6,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LA VICTORIA
150812,150116,5,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LINCE
150812,150117,50,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LOS OLIVOS
150812,150118,12,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LURIGANCHO
150812,150119,5,LIMA,HUAURA,VEGUETA,LIMA,LIMA,LURIN
150812,150120,1,LIMA,HUAURA,VEGUETA,LIMA,LIMA,MAGDALENA DEL MAR
150812,150122,3,LIMA,HUAURA,VEGUETA,LIMA,LIMA,MIRAFLORES
150812,150123,6,LIMA,HUAURA,VEGUETA,LIMA,LIMA,PACHACAMAC
150812,150125,59,LIMA,HUAURA,VEGUETA,LIMA,LIMA,PUENTE PIEDRA
150812,150127,1,LIMA,HUAURA,VEGUETA,LIMA,LIMA,PUNTA NEGRA
150812,150128,20,LIMA,HUAURA,VEGUETA,LIMA,LIMA,RIMAC
150812,150130,3,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN BORJA
150812,150131,5,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN ISIDRO
150812,150132,103,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150812,150133,16,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150812,150134,5,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN LUIS
150812,150135,59,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN MARTIN DE PORRES
150812,150136,1,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SAN MIGUEL
150812,150137,17,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SANTA ANITA
150812,150139,10,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SANTA ROSA
150812,150140,10,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SANTIAGO DE SURCO
150812,150141,4,LIMA,HUAURA,VEGUETA,LIMA,LIMA,SURQUILLO
150812,150142,33,LIMA,HUAURA,VEGUETA,LIMA,LIMA,VILLA EL SALVADOR
150812,150143,16,LIMA,HUAURA,VEGUETA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
150812,150201,63,LIMA,HUAURA,VEGUETA,LIMA,BARRANCA,BARRANCA
150812,150202,9,LIMA,HUAURA,VEGUETA,LIMA,BARRANCA,PARAMONGA
150812,150203,12,LIMA,HUAURA,VEGUETA,LIMA,BARRANCA,PATIVILCA
150812,150204,45,LIMA,HUAURA,VEGUETA,LIMA,BARRANCA,SUPE
150812,150205,6,LIMA,HUAURA,VEGUETA,LIMA,BARRANCA,SUPE PUERTO
150812,150301,16,LIMA,HUAURA,VEGUETA,LIMA,CAJATAMBO,CAJATAMBO
150812,150302,3,LIMA,HUAURA,VEGUETA,LIMA,CAJATAMBO,COPA
150812,150303,19,LIMA,HUAURA,VEGUETA,LIMA,CAJATAMBO,GORGOR
150812,150304,5,LIMA,HUAURA,VEGUETA,LIMA,CAJATAMBO,HUANCAPON
150812,150305,4,LIMA,HUAURA,VEGUETA,LIMA,CAJATAMBO,MANAS
150812,150501,1,LIMA,HUAURA,VEGUETA,LIMA,CANETE,SAN VICENTE DE CANETE
150812,150502,1,LIMA,HUAURA,VEGUETA,LIMA,CANETE,ASIA
150812,150510,1,LIMA,HUAURA,VEGUETA,LIMA,CANETE,NUEVO IMPERIAL
150812,150512,1,LIMA,HUAURA,VEGUETA,LIMA,CANETE,QUILMANA
150812,150601,51,LIMA,HUAURA,VEGUETA,LIMA,HUARAL,HUARAL
150812,150604,9,LIMA,HUAURA,VEGUETA,LIMA,HUARAL,AUCALLAMA
150812,150605,56,LIMA,HUAURA,VEGUETA,LIMA,HUARAL,CHANCAY
150812,150714,1,LIMA,HUAURA,VEGUETA,LIMA,HUAROCHIRI,RICARDO PALMA
150812,150728,2,LIMA,HUAURA,VEGUETA,LIMA,HUAROCHIRI,SANTA EULALIA
150812,150801,236,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,HUACHO
150812,150802,6,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,AMBAR
150812,150804,1,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,CHECRAS
150812,150805,34,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,HUALMAY
150812,150806,500,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,HUAURA
150812,150807,7,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,LEONCIO PRADO
150812,150808,4,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,PACCHO
150812,150810,98,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,SANTA MARIA
150812,150811,49,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,SAYAN
150812,150812,19029,LIMA,HUAURA,VEGUETA,LIMA,HUAURA,VEGUETA
150812,150901,29,LIMA,HUAURA,VEGUETA,LIMA,OYON,OYON
150812,150902,5,LIMA,HUAURA,VEGUETA,LIMA,OYON,ANDAJES
150812,150903,1,LIMA,HUAURA,VEGUETA,LIMA,OYON,CAUJUL
150812,150904,1,LIMA,HUAURA,VEGUETA,LIMA,OYON,COCHAMARCA
150812,150906,6,LIMA,HUAURA,VEGUETA,LIMA,OYON,PACHANGARA
150901,070101,18,LIMA,OYON,OYON,CALLAO,CALLAO,CALLAO
150901,070102,2,LIMA,OYON,OYON,CALLAO,CALLAO,BELLAVISTA
150901,070104,1,LIMA,OYON,OYON,CALLAO,CALLAO,LA PERLA
150901,070105,1,LIMA,OYON,OYON,CALLAO,CALLAO,LA PUNTA
150901,070106,18,LIMA,OYON,OYON,CALLAO,CALLAO,VENTANILLA
150901,150101,26,LIMA,OYON,OYON,LIMA,LIMA,LIMA
150901,150102,1,LIMA,OYON,OYON,LIMA,LIMA,ANCON
150901,150103,51,LIMA,OYON,OYON,LIMA,LIMA,ATE
150901,150104,1,LIMA,OYON,OYON,LIMA,LIMA,BARRANCO
150901,150105,1,LIMA,OYON,OYON,LIMA,LIMA,BRENA
150901,150106,17,LIMA,OYON,OYON,LIMA,LIMA,CARABAYLLO
150901,150107,3,LIMA,OYON,OYON,LIMA,LIMA,CHACLACAYO
150901,150108,4,LIMA,OYON,OYON,LIMA,LIMA,CHORRILLOS
150901,150109,1,LIMA,OYON,OYON,LIMA,LIMA,CIENEGUILLA
150901,150110,51,LIMA,OYON,OYON,LIMA,LIMA,COMAS
150901,150111,13,LIMA,OYON,OYON,LIMA,LIMA,EL AGUSTINO
150901,150112,5,LIMA,OYON,OYON,LIMA,LIMA,INDEPENDENCIA
150901,150114,4,LIMA,OYON,OYON,LIMA,LIMA,LA MOLINA
150901,150115,10,LIMA,OYON,OYON,LIMA,LIMA,LA VICTORIA
150901,150116,3,LIMA,OYON,OYON,LIMA,LIMA,LINCE
150901,150117,64,LIMA,OYON,OYON,LIMA,LIMA,LOS OLIVOS
150901,150118,12,LIMA,OYON,OYON,LIMA,LIMA,LURIGANCHO
150901,150119,2,LIMA,OYON,OYON,LIMA,LIMA,LURIN
150901,150120,2,LIMA,OYON,OYON,LIMA,LIMA,MAGDALENA DEL MAR
150901,150121,5,LIMA,OYON,OYON,LIMA,LIMA,PUEBLO LIBRE
150901,150122,1,LIMA,OYON,OYON,LIMA,LIMA,MIRAFLORES
150901,150125,96,LIMA,OYON,OYON,LIMA,LIMA,PUENTE PIEDRA
150901,150128,7,LIMA,OYON,OYON,LIMA,LIMA,RIMAC
150901,150130,2,LIMA,OYON,OYON,LIMA,LIMA,SAN BORJA
150901,150132,84,LIMA,OYON,OYON,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150901,150133,9,LIMA,OYON,OYON,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150901,150134,6,LIMA,OYON,OYON,LIMA,LIMA,SAN LUIS
150901,150135,46,LIMA,OYON,OYON,LIMA,LIMA,SAN MARTIN DE PORRES
150901,150136,6,LIMA,OYON,OYON,LIMA,LIMA,SAN MIGUEL
150901,150137,22,LIMA,OYON,OYON,LIMA,LIMA,SANTA ANITA
150901,150139,2,LIMA,OYON,OYON,LIMA,LIMA,SANTA ROSA
150901,150140,6,LIMA,OYON,OYON,LIMA,LIMA,SANTIAGO DE SURCO
150901,150141,2,LIMA,OYON,OYON,LIMA,LIMA,SURQUILLO
150901,150142,15,LIMA,OYON,OYON,LIMA,LIMA,VILLA EL SALVADOR
150901,150143,14,LIMA,OYON,OYON,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
150901,150201,1,LIMA,OYON,OYON,LIMA,BARRANCA,BARRANCA
150901,150202,3,LIMA,OYON,OYON,LIMA,BARRANCA,PARAMONGA
150901,150203,1,LIMA,OYON,OYON,LIMA,BARRANCA,PATIVILCA
150901,150204,2,LIMA,OYON,OYON,LIMA,BARRANCA,SUPE
150901,150205,5,LIMA,OYON,OYON,LIMA,BARRANCA,SUPE PUERTO
150901,150301,15,LIMA,OYON,OYON,LIMA,CAJATAMBO,CAJATAMBO
150901,150303,23,LIMA,OYON,OYON,LIMA,CAJATAMBO,GORGOR
150901,150304,1,LIMA,OYON,OYON,LIMA,CAJATAMBO,HUANCAPON
150901,150305,8,LIMA,OYON,OYON,LIMA,CAJATAMBO,MANAS
150901,150401,2,LIMA,OYON,OYON,LIMA,CANTA,CANTA
150901,150501,1,LIMA,OYON,OYON,LIMA,CANETE,SAN VICENTE DE CANETE
150901,150509,4,LIMA,OYON,OYON,LIMA,CANETE,MALA
150901,150512,1,LIMA,OYON,OYON,LIMA,CANETE,QUILMANA
150901,150514,1,LIMA,OYON,OYON,LIMA,CANETE,SAN LUIS
150901,150601,6,LIMA,OYON,OYON,LIMA,HUARAL,HUARAL
150901,150605,22,LIMA,OYON,OYON,LIMA,HUARAL,CHANCAY
150901,150714,1,LIMA,OYON,OYON,LIMA,HUAROCHIRI,RICARDO PALMA
150901,150716,2,LIMA,OYON,OYON,LIMA,HUAROCHIRI,SAN ANTONIO
150901,150722,2,LIMA,OYON,OYON,LIMA,HUAROCHIRI,SAN MATEO
150901,150727,2,LIMA,OYON,OYON,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
150901,150801,53,LIMA,OYON,OYON,LIMA,HUAURA,HUACHO
150901,150803,1,LIMA,OYON,OYON,LIMA,HUAURA,CALETA DE CARQUIN
150901,150804,1,LIMA,OYON,OYON,LIMA,HUAURA,CHECRAS
150901,150805,12,LIMA,OYON,OYON,LIMA,HUAURA,HUALMAY
150901,150806,26,LIMA,OYON,OYON,LIMA,HUAURA,HUAURA
150901,150807,2,LIMA,OYON,OYON,LIMA,HUAURA,LEONCIO PRADO
150901,150810,22,LIMA,OYON,OYON,LIMA,HUAURA,SANTA MARIA
150901,150811,8,LIMA,OYON,OYON,LIMA,HUAURA,SAYAN
150901,150812,11,LIMA,OYON,OYON,LIMA,HUAURA,VEGUETA
150901,150901,8971,LIMA,OYON,OYON,LIMA,OYON,OYON
150901,150905,1,LIMA,OYON,OYON,LIMA,OYON,NAVAN
150901,150906,13,LIMA,OYON,OYON,LIMA,OYON,PACHANGARA
150901,151003,1,LIMA,OYON,OYON,LIMA,YAUYOS,ALLAUCA
150901,151022,1,LIMA,OYON,OYON,LIMA,YAUYOS,OMAS
150902,150103,2,LIMA,OYON,ANDAJES,LIMA,LIMA,ATE
150902,150110,4,LIMA,OYON,ANDAJES,LIMA,LIMA,COMAS
150902,150111,1,LIMA,OYON,ANDAJES,LIMA,LIMA,EL AGUSTINO
150902,150112,1,LIMA,OYON,ANDAJES,LIMA,LIMA,INDEPENDENCIA
150902,150115,1,LIMA,OYON,ANDAJES,LIMA,LIMA,LA VICTORIA
150902,150117,1,LIMA,OYON,ANDAJES,LIMA,LIMA,LOS OLIVOS
150902,150125,4,LIMA,OYON,ANDAJES,LIMA,LIMA,PUENTE PIEDRA
150902,150132,2,LIMA,OYON,ANDAJES,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150902,150135,5,LIMA,OYON,ANDAJES,LIMA,LIMA,SAN MARTIN DE PORRES
150902,150140,1,LIMA,OYON,ANDAJES,LIMA,LIMA,SANTIAGO DE SURCO
150902,150201,1,LIMA,OYON,ANDAJES,LIMA,BARRANCA,BARRANCA
150902,150204,1,LIMA,OYON,ANDAJES,LIMA,BARRANCA,SUPE
150902,150301,1,LIMA,OYON,ANDAJES,LIMA,CAJATAMBO,CAJATAMBO
150902,150605,1,LIMA,OYON,ANDAJES,LIMA,HUARAL,CHANCAY
150902,150805,8,LIMA,OYON,ANDAJES,LIMA,HUAURA,HUALMAY
150902,150806,1,LIMA,OYON,ANDAJES,LIMA,HUAURA,HUAURA
150902,150901,3,LIMA,OYON,ANDAJES,LIMA,OYON,OYON
150902,150902,477,LIMA,OYON,ANDAJES,LIMA,OYON,ANDAJES
150902,150906,3,LIMA,OYON,ANDAJES,LIMA,OYON,PACHANGARA
150903,070101,2,LIMA,OYON,CAUJUL,CALLAO,CALLAO,CALLAO
150903,150117,1,LIMA,OYON,CAUJUL,LIMA,LIMA,LOS OLIVOS
150903,150119,1,LIMA,OYON,CAUJUL,LIMA,LIMA,LURIN
150903,150132,1,LIMA,OYON,CAUJUL,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150903,150134,1,LIMA,OYON,CAUJUL,LIMA,LIMA,SAN LUIS
150903,150305,2,LIMA,OYON,CAUJUL,LIMA,CAJATAMBO,MANAS
150903,150801,3,LIMA,OYON,CAUJUL,LIMA,HUAURA,HUACHO
150903,150805,2,LIMA,OYON,CAUJUL,LIMA,HUAURA,HUALMAY
150903,150806,1,LIMA,OYON,CAUJUL,LIMA,HUAURA,HUAURA
150903,150807,2,LIMA,OYON,CAUJUL,LIMA,HUAURA,LEONCIO PRADO
150903,150901,2,LIMA,OYON,CAUJUL,LIMA,OYON,OYON
150903,150902,1,LIMA,OYON,CAUJUL,LIMA,OYON,ANDAJES
150903,150903,476,LIMA,OYON,CAUJUL,LIMA,OYON,CAUJUL
150903,150904,1,LIMA,OYON,CAUJUL,LIMA,OYON,COCHAMARCA
150904,070101,2,LIMA,OYON,COCHAMARCA,CALLAO,CALLAO,CALLAO
150904,070106,2,LIMA,OYON,COCHAMARCA,CALLAO,CALLAO,VENTANILLA
150904,150132,2,LIMA,OYON,COCHAMARCA,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150904,150135,1,LIMA,OYON,COCHAMARCA,LIMA,LIMA,SAN MARTIN DE PORRES
150904,150204,1,LIMA,OYON,COCHAMARCA,LIMA,BARRANCA,SUPE
150904,150604,1,LIMA,OYON,COCHAMARCA,LIMA,HUARAL,AUCALLAMA
150904,150801,5,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,HUACHO
150904,150802,2,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,AMBAR
150904,150805,1,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,HUALMAY
150904,150806,1,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,HUAURA
150904,150807,2,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,LEONCIO PRADO
150904,150810,3,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,SANTA MARIA
150904,150811,4,LIMA,OYON,COCHAMARCA,LIMA,HUAURA,SAYAN
150904,150904,961,LIMA,OYON,COCHAMARCA,LIMA,OYON,COCHAMARCA
150904,150905,4,LIMA,OYON,COCHAMARCA,LIMA,OYON,NAVAN
150904,151010,1,LIMA,OYON,COCHAMARCA,LIMA,YAUYOS,COCHAS
150905,070106,1,LIMA,OYON,NAVAN,CALLAO,CALLAO,VENTANILLA
150905,150103,1,LIMA,OYON,NAVAN,LIMA,LIMA,ATE
150905,150110,5,LIMA,OYON,NAVAN,LIMA,LIMA,COMAS
150905,150111,1,LIMA,OYON,NAVAN,LIMA,LIMA,EL AGUSTINO
150905,150117,2,LIMA,OYON,NAVAN,LIMA,LIMA,LOS OLIVOS
150905,150125,4,LIMA,OYON,NAVAN,LIMA,LIMA,PUENTE PIEDRA
150905,150132,1,LIMA,OYON,NAVAN,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150905,150133,1,LIMA,OYON,NAVAN,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150905,150135,1,LIMA,OYON,NAVAN,LIMA,LIMA,SAN MARTIN DE PORRES
150905,150137,2,LIMA,OYON,NAVAN,LIMA,LIMA,SANTA ANITA
150905,150801,5,LIMA,OYON,NAVAN,LIMA,HUAURA,HUACHO
150905,150805,4,LIMA,OYON,NAVAN,LIMA,HUAURA,HUALMAY
150905,150807,1,LIMA,OYON,NAVAN,LIMA,HUAURA,LEONCIO PRADO
150905,150810,5,LIMA,OYON,NAVAN,LIMA,HUAURA,SANTA MARIA
150905,150811,1,LIMA,OYON,NAVAN,LIMA,HUAURA,SAYAN
150905,150901,7,LIMA,OYON,NAVAN,LIMA,OYON,OYON
150905,150902,1,LIMA,OYON,NAVAN,LIMA,OYON,ANDAJES
150905,150903,1,LIMA,OYON,NAVAN,LIMA,OYON,CAUJUL
150905,150905,740,LIMA,OYON,NAVAN,LIMA,OYON,NAVAN
150905,150906,1,LIMA,OYON,NAVAN,LIMA,OYON,PACHANGARA
150906,070101,5,LIMA,OYON,PACHANGARA,CALLAO,CALLAO,CALLAO
150906,070102,1,LIMA,OYON,PACHANGARA,CALLAO,CALLAO,BELLAVISTA
150906,070104,1,LIMA,OYON,PACHANGARA,CALLAO,CALLAO,LA PERLA
150906,070106,9,LIMA,OYON,PACHANGARA,CALLAO,CALLAO,VENTANILLA
150906,150101,4,LIMA,OYON,PACHANGARA,LIMA,LIMA,LIMA
150906,150102,3,LIMA,OYON,PACHANGARA,LIMA,LIMA,ANCON
150906,150103,12,LIMA,OYON,PACHANGARA,LIMA,LIMA,ATE
150906,150105,6,LIMA,OYON,PACHANGARA,LIMA,LIMA,BRENA
150906,150106,7,LIMA,OYON,PACHANGARA,LIMA,LIMA,CARABAYLLO
150906,150107,2,LIMA,OYON,PACHANGARA,LIMA,LIMA,CHACLACAYO
150906,150108,3,LIMA,OYON,PACHANGARA,LIMA,LIMA,CHORRILLOS
150906,150110,13,LIMA,OYON,PACHANGARA,LIMA,LIMA,COMAS
150906,150111,2,LIMA,OYON,PACHANGARA,LIMA,LIMA,EL AGUSTINO
150906,150112,7,LIMA,OYON,PACHANGARA,LIMA,LIMA,INDEPENDENCIA
150906,150113,1,LIMA,OYON,PACHANGARA,LIMA,LIMA,JESUS MARIA
150906,150114,4,LIMA,OYON,PACHANGARA,LIMA,LIMA,LA MOLINA
150906,150117,34,LIMA,OYON,PACHANGARA,LIMA,LIMA,LOS OLIVOS
150906,150118,2,LIMA,OYON,PACHANGARA,LIMA,LIMA,LURIGANCHO
150906,150121,1,LIMA,OYON,PACHANGARA,LIMA,LIMA,PUEBLO LIBRE
150906,150125,15,LIMA,OYON,PACHANGARA,LIMA,LIMA,PUENTE PIEDRA
150906,150128,5,LIMA,OYON,PACHANGARA,LIMA,LIMA,RIMAC
