ubigeo,sairtemp
150505,293.99451415
150506,292.39456894166665
150507,297.07236763333333
150508,291.264076425
150509,295.30437970833333
150510,294.152946875
150511,289.10387506666666
150512,294.5422103916667
150513,296.098646325
150514,296.7218049666667
150515,295.457724075
150516,291.09504549166667
150601,294.54584645833336
150602,277.26611556666666
150603,281.44499018333335
150604,294.25868950833336
150605,295.8761385
150606,285.60333115000003
150607,286.50969991666665
150608,277.78296041666664
150609,283.2187428916667
150610,275.90796551666665
150611,287.87762418333335
150612,279.32358013333334
150701,279.6433084583333
150702,288.7793907083333
150703,284.087687475
150704,275.5187131083333
150705,276.35613295
150706,283.1509090083333
150707,278.98248789166666
150708,275.2302476583333
150709,278.8822410083333
150710,280.6820570333333
150711,280.082299375
150712,276.7547420916667
150713,283.02723741666665
150714,290.8531497166667
150715,281.9252330333333
150716,287.69846631666667
150717,284.926593675
150718,278.27262935
150719,275.78114935
150720,276.46080463333334
150721,278.01087771666664
150722,276.5335214666667
150723,283.1994246666667
150724,278.52549789166665
150725,279.020703225
150726,284.93082773333333
150727,288.4579432333333
150728,288.378560625
150729,277.50246855
150730,287.7632665666667
150731,288.6124959
150732,282.0375002833333
150801,294.3930099666667
150802,284.5856438083333
150803,0
150804,281.555633575
150805,295.21193266666666
150806,293.64333170833333
150807,280.9677152666667
150808,283.94064537500003
150809,276.87020689999997
150810,294.64653393333333
150811,292.2421580916667
150812,295.51293645
150901,277.11356244166666
150902,281.1625329666667
150903,278.49355534166665
150904,281.20675073333337
150905,282.043010375
150906,281.03994386666665
151001,279.3813987333333
151002,276.77822748333335
151003,281.307966
151004,276.8731142166667
151005,279.75289914166666
151006,280.96047384999997
151007,278.8484638666667
151008,284.3135437583333
151009,286.54640235
151010,282.90949445
151011,278.2192337833333
151012,277.57141865833336
151013,284.73761894166665
151014,276.6640663333333
151015,282.93582015
151016,276.33164523333335
151017,275.96506953333335
151018,276.2418739166667
151019,277.6267418666667
151020,278.584592325
151021,276.3479851833333
151022,286.0067846833333
151023,283.7444268
151024,279.39643499166664
151025,287.50766043333334
151026,277.60619425
151027,281.21938028333335
151028,275.52064836666665
151029,284.0031627833333
151030,276.77551731666665
151031,278.15541184166665
151032,282.45428355
151033,276.77922466666666
160101,299.0136623083333
160102,298.5935162833333
160103,298.93096914166665
160104,298.9446088166667
160105,298.91472374166665
160106,298.79669044166667
160107,298.57113975
160108,298.9188286583333
160110,298.45413983333333
160112,299.15117965
160113,298.818888175
160201,299.10768875
160202,297.3685429083333
160205,298.93627710833334
160206,298.82092736666664
160210,298.7103088416667
160211,298.8934321333333
160301,298.910478275
160302,298.90243078333333
160303,298.4506438166667
160304,298.2653834166667
160305,298.7891095333333
160401,298.9803260666667
160402,298.89737049166666
160403,298.799866825
160404,298.97182675
160501,298.8598347916667
160502,298.8097334583333
160503,298.92386085
160504,299.03529588333333
160505,299.07805940833333
160506,298.8974832416667
160507,298.802654025
160508,298.7398052666667
160509,298.83990681666666
160510,298.84123873333334
160511,298.6654356833333
160601,298.84355785
160602,299.47935885
160603,299.78342080833335
160604,297.5372120833333
160605,299.10622981666666
160606,299.21876995
160701,297.605945425
160702,298.17573630833334
160703,298.46194356666666
160704,298.6613479916667
160705,298.83783616666665
160706,298.18648365
160801,298.7395556416667
160802,298.54585515
160803,298.38804223333335
160804,298.83271279166667
170101,298.4554306416667
170102,298.7624089
170103,298.34038690833336
170104,298.546936625
170201,296.6037612833333
170202,298.725073275
170203,298.3247926583333
170204,298.1222311583333
170301,298.69096621666665
170302,298.485145625
170303,298.2870424833333
180101,290.01864873333335
180102,277.61980688333335
180103,281.99323215
180104,288.9815219083333
180105,280.12632564166665
180106,281.8029603333333
180201,284.0137907916667
180202,278.4099703416667
180203,280.57624595
180204,278.15528446666667
180205,288.5994707666667
180206,277.77911816666665
180207,281.2613516833333
180208,283.42927599166666
180209,287.39255753333333
180210,278.59893745833335
180211,278.46066905833334
180301,291.866419825
180302,290.11276045
180303,291.5763561833333
190101,277.4201000666667
190102,280.1791445416667
190103,279.57044663333335
190104,276.71332801666665
190105,277.54063399166665
190106,280.0459126416667
190107,281.4623699416667
190108,278.62207913333333
190109,277.2371020416667
190110,277.6559437166667
190111,277.446478725
190112,278.71985973333335
190113,277.98029583333334
190201,277.89087744166665
190202,280.20258
190203,281.02804116666664
190204,281.61793889166665
190205,279.2157408416667
190206,279.26315385833334
190207,281.9455576583333
190208,279.16632623333334
190301,290.1321600083333
190302,288.1570101
190303,285.94392269166667
190304,297.58795765
190305,291.2777879
190306,296.79799405833336
190307,294.05272003333334
190308,298.3655123666667
200101,297.4676749166667
200104,297.7660940083333
200105,297.55206608333333
200107,297.450304475
200108,297.332217125
200109,296.6619072166667
200110,295.78643845
200111,298.29430156666666
200114,298.84624099166666
200115,297.19556393333335
200201,289.18875949166664
200202,290.34398776666666
200203,294.140455325
200204,288.4843340333333
200205,292.70415055
200206,287.2336778833333
200207,296.26110588333336
200208,290.89771310000003
200209,291.47146215833334
200210,298.264804275
200301,284.50774229166666
200302,291.25629583333335
200303,284.8824274666667
200304,291.11987665833334
200305,290.5711739083333
200306,291.74595625
200307,286.99557795
200308,287.42333153333334
200401,298.921153625
200402,298.993644575
200403,289.1247895083333
200404,298.92494359166665
200405,299.4359409
200406,297.99067290833335
200407,297.61473544166665
200408,295.16952845000003
200409,292.65110603333335
200410,292.86542610833334
200501,294.72203351666667
200502,295.6379093666667
200503,295.48171936666665
200504,295.3741835166667
200505,295.7545878083333
200506,296.10719151666666
200507,295.45127675
200601,298.15515262499997
200602,297.804013575
200603,296.3887274416667
200604,297.3661258916667
200605,295.62555398333336
200606,296.571770925
200607,297.874351
200608,297.7984699666667
200701,295.05599424166667
200702,295.365347725
200703,295.04495425
200704,295.46932051666664
200705,295.7133952666667
200706,296.33834836666665
200801,295.7722683083333
200802,296.66966503333333
200803,296.95574524166665
200804,297.03436381666666
200805,295.93787158333333
200806,296.62148410833333
210101,280.86805315
210102,279.84912966666667
210103,282.1780578666667
210104,282.1776877166667
210105,282.16667525
210106,281.623287025
210107,282.2931797
210108,282.4812225333333
210109,278.8968675583333
210110,282.24350345833335
210111,278.7262836333333
210112,281.73625818333335
210113,277.41897125833333
210114,279.1892340666667
210115,281.5222188916667
210201,280.4625630333333
210202,281.9141118
210203,280.847791325
210204,280.4687912333333
210205,282.14000335000003
210206,281.11025370833335
210207,281.0941541583333
210208,277.786429025
210209,277.46222316666666
210210,282.16623949166666
210211,277.90300368333334
210212,278.9386769916667
210213,281.1911694666667
210214,281.20480629166667
210215,280.5865138666667
210301,275.15876864166665
210302,275.434023625
210303,291.1861352916667
210304,291.10908793333334
210305,274.377848975
210306,275.94646056666664
210307,281.12995394166666
210308,278.40273238333333
210309,291.6747113166667
210310,276.5718838
210401,280.52199418333333
210402,281.71757163333336
210403,279.90328565833335
210404,281.2999237583333
210405,279.13523806666666
210406,280.50693199166665
210407,281.2542676833333
210501,280.89983217500003
210502,277.947712775
210503,282.108537275
210504,277.9171709
210505,279.85666656666666
210601,281.09863340833334
210602,276.567755375
210603,280.57946116666665
210604,278.8334121
210605,282.01622940833334
210606,279.438050325
210607,282.10107065833336
210608,279.8878281583333
210701,280.49309195833337
210702,280.223432525
210703,281.45279745833335
210704,281.59965565833335
210705,276.74190864166667
210706,277.44434255833335
210707,276.53082018333333
210708,280.3856210833333
210709,277.80962934166666
210710,277.30813658333335
210801,279.7580464833333
210802,276.868279675
210803,279.3437657
210804,279.24186181666664
210805,279.0845919
210806,276.9673319
210807,280.3245749
210808,278.43698114166665
210809,280.67135763333334
210901,280.2761989416667
210902,280.68238256666666
210903,278.009412275
210904,280.9001643916667
211001,277.548955625
211002,274.3978578333333
211003,279.9107076916667
211004,277.369315725
211005,278.6634811416667
211101,281.9890594
211102,281.88043999166666
211103,278.86575055833333
211104,282.3613540083333
211105,282.1920188166667
211201,283.7545693916667
211202,276.065034125
211203,291.315638875
211204,278.655163275
211205,285.3894788083333
211206,279.28660233333335
211207,290.96652020833335
211208,288.6986224666667
211209,290.48173198333336
211210,296.56285868333333
211301,280.81732025
211302,281.42859746666664
211303,280.70365576666666
211304,280.53313271666667
211305,281.33340265
211306,281.079087475
211307,281.39151001666664
220101,294.137989875
220102,296.0291571583333
220103,295.85807304166667
220104,293.494361225
220105,292.33897925
220106,295.88897525
220201,298.9700012833333
220202,295.2680592666667
220203,297.81706504166664
220204,298.78693400833333
220205,298.71201133333335
220206,299.62188626666665
220301,296.8329062166667
220302,297.725727175
220303,293.167297025
220304,297.3419977666667
220305,296.1593640666667
220401,296.343731925
220402,292.7678789666667
220403,298.5069506583333
220404,297.6739827
220405,298.6245325666667
220406,299.146894525
220501,296.6741152833333
220502,293.23720664166666
220503,298.4137097
220504,298.01016574166664
220505,297.08931871666664
220506,293.8345080583333
220507,297.85326210833335
220508,294.76121555
220509,297.26801974166665
220510,295.42722396666665
220511,296.334376675
220601,298.5386865666667
220602,295.6684047416667
220603,288.04473436666666
220604,295.4116287416667
220605,298.89540610833336
220701,299.11379938333334
220702,297.87786481666666
220703,299.118666525
220704,297.7746387083333
220705,298.7133127083333
220706,299.3235741
220707,299.30487554166666
220708,295.79029749166665
220709,298.023962225
220710,295.6597034916667
220801,295.08253069166665
220802,291.84862510833335
220803,292.4249388833333
220804,292.4241403166667
220805,289.44949595
220806,296.2875268833333
220807,296.1796275166667
220808,294.6605671166667
220809,296.3681437083333
220901,297.77877465
220902,297.18168168333335
220903,297.9635637916667
220904,297.00680289166667
220905,299.0587641166667
220906,299.095262425
220907,297.84673575
220908,298.4718324333333
220909,296.72183286666666
220910,298.1429872
220911,298.96706347500003
220912,296.4623748916667
220913,296.84715623333335
220914,296.7140863166667
221001,296.38735319166665
221002,296.31966508333335
221003,293.4288464
221004,284.4957639666667
221005,296.3259440333333
230101,291.83653925
230102,292.58051955
230103,294.0927380333333
230104,292.389020375
230105,291.9655771916667
230106,286.86489931666665
230107,278.01771306666666
230108,291.96848113333334
230109,292.6726651583333
230110,295.785773775
230111,295.12591195
230201,277.209407675
230202,279.8296940833333
230203,277.9512866083333
230204,285.831251725
230205,283.08206153333333
230206,284.4497976166667
230301,293.47705414166666
230302,288.5753292333333
230303,291.79756225
230401,277.60376375
230402,286.27937905833335
230403,282.38489365833334
230404,284.99596390833335
230405,284.57090999166667
230406,277.4945270833333
230407,279.117999925
230408,277.976211175
240101,298.69807518333334
240102,298.49114706666666
240103,298.05880728333335
240104,297.565052125
240105,297.38407528333335
240106,298.88021376666666
240201,297.8601418416667
240202,296.593479275
240203,297.1670146916667
240301,298.992559025
240302,299.06422705833336
240303,298.19577093333334
240304,299.0192923916667
250101,299.397645425
250102,299.8247134
250103,299.4939787166667
250104,299.673360775
250105,300.0553949916667
250106,299.6851725583333
250107,300.1648308
250201,298.7592363
250202,299.625470275
250203,299.5597149
250204,299.2587735833333
250301,297.28144258333333
250302,299.65523786666665
250303,299.5115780666667
250304,299.65893995833335
250305,299.61354043333336
250401,298.95702795
