ubigeo,co
120303,0.039616075
120304,0.039522575
120305,0.03448615
120306,0.033201475
120401,0.026246075
120402,0.02537673333333333
120403,0.026094791666666665
120404,0.026102025
120405,0.02355655
120406,0.025022141666666668
120407,0.025991708333333332
120408,0.025797225
120409,0.025629908333333333
120410,0.0260964
120411,0.025374858333333333
120412,0.025595225
120413,0.026027233333333333
120414,0.024586458333333335
120415,0.025950783333333335
120416,0.025923833333333333
120417,0.025256316666666667
120418,0.026648941666666665
120419,0.031611066666666666
120420,0.0258333
120421,0.0256243
120422,0.025657558333333334
120423,0.02431695
120424,0.026152983333333334
120425,0.025244916666666666
120426,0.024592066666666666
120427,0.025348700000000002
120428,0.026349766666666666
120429,0.026419116666666666
120430,0.02627
120431,0.025189991666666668
120432,0.0253259
120433,0.025983083333333334
120434,0.02613905
120501,0.024849258333333332
120502,0.02525415
120503,0.025157916666666665
120504,0.02890006666666667
120601,0.04073104166666667
120602,0.040119433333333336
120603,0.034206041666666666
120604,0.0426622
120605,0.03167481666666667
120606,0.03747459166666667
120607,0.04167300833333333
120608,0.03996743333333334
120609,0.040673775
120701,0.026047316666666667
120702,0.02767266666666667
120703,0.025253616666666666
120704,0.0283812
120705,0.026024825
120706,0.029201275
120707,0.026189625
120708,0.026004825
120709,0.026668225
120801,0.024026908333333333
120802,0.023807825
120803,0.022724775
120804,0.023081400000000002
120805,0.022943458333333333
120806,0.024338133333333335
120807,0.02302145
120808,0.023565183333333333
120809,0.022600208333333333
120810,0.02266125
120901,0.028602158333333336
120902,0.026758416666666666
120903,0.025904175
120904,0.027520041666666665
120905,0.028922216666666667
120906,0.027464950000000002
120907,0.024138025
120908,0.028343675
120909,0.023772408333333335
130101,0.041386016666666664
130102,0.04047775
130103,0.0411741
130104,0.04025155833333333
130105,0.041213516666666665
130106,0.038402175
130107,0.04069001666666667
130108,0.03666828333333333
130109,0.039893566666666665
130110,0.035375625
130111,0.041308975
130201,0.04009706666666667
130202,0.03895039166666667
130203,0.04149615
130204,0.0419748
130205,0.04168920833333333
130206,0.041273891666666666
130207,0.04145909166666666
130208,0.03959589166666667
130301,0.031056066666666667
130302,0.033491541666666666
130303,0.03094655
130304,0.03354591666666667
130305,0.029528433333333333
130306,0.0339358
130401,0.040983991666666664
130402,0.04139951666666667
130403,0.0422526
130501,0.027071766666666667
130502,0.026878041666666668
130503,0.02882635
130504,0.029155358333333332
130601,0.030364408333333332
130602,0.0280754
130604,0.032127891666666665
130605,0.031085708333333333
130606,0.03145644166666667
130608,0.026789941666666667
130610,0.030997308333333334
130611,0.031161716666666665
130613,0.032758675
130614,0.030316425
130701,0.04101751666666666
130702,0.04150358333333334
130703,0.041649075
130704,0.041827383333333336
130705,0.04033385833333333
130801,0.027216866666666666
130802,0.027486516666666665
130803,0.030036775
130804,0.029317875
130805,0.028539183333333332
130806,0.030600283333333332
130807,0.030270666666666668
130808,0.029175308333333334
130809,0.03179119166666667
130810,0.028971725
130811,0.030998541666666667
130812,0.030870925
130813,0.030268066666666666
130901,0.02829355
130902,0.02926009166666667
130903,0.03226576666666667
130904,0.028440658333333334
130905,0.0297794
130906,0.029401525
130907,0.027107583333333334
130908,0.03300348333333333
131001,0.028840208333333332
131002,0.028837291666666667
131003,0.026528566666666666
131004,0.027973191666666668
131005,0.027351391666666666
131006,0.025977183333333334
131007,0.029848791666666666
131008,0.0270529
131101,0.035790916666666665
131102,0.034733466666666664
