ubigeo,no2
120129,5.8725000000000004e-5
120130,5.270833333333333e-5
120132,5.241666666666666e-5
120133,5.3924999999999996e-5
120134,5.91e-5
120135,4.69e-5
120136,5.5383333333333336e-5
120201,5.3091666666666665e-5
120202,5.2000000000000004e-5
120203,4.6408333333333334e-5
120204,5.19e-5
120205,4.615e-5
120206,4.709166666666667e-5
120207,4.8591666666666664e-5
120208,5.1441666666666666e-5
120209,4.6641666666666664e-5
120210,5.2491666666666664e-5
120211,5.435833333333333e-5
120212,5.2325e-5
120213,5.268333333333333e-5
120214,5.181666666666667e-5
120215,5.138333333333333e-5
120301,4.6716666666666666e-5
120302,4.8e-5
120303,4.9008333333333336e-5
120304,4.6825e-5
120305,4.7308333333333336e-5
120306,4.6658333333333334e-5
120401,5.155e-5
120402,5.0316666666666665e-5
120403,4.8391666666666666e-5
120404,4.93e-5
120405,5.2241666666666665e-5
120406,5.044166666666667e-5
120407,5.333333333333333e-5
120408,5.12e-5
120409,5.0591666666666665e-5
120410,4.9741666666666665e-5
120411,4.9483333333333334e-5
120412,4.991666666666667e-5
120413,5.095e-5
120414,5.165833333333333e-5
120415,5.0033333333333334e-5
120416,4.9166666666666665e-5
120417,4.855e-5
120418,4.6725e-5
120419,4.6091666666666664e-5
120420,5.040833333333333e-5
120421,5.0291666666666665e-5
120422,4.9258333333333336e-5
120423,5.245e-5
120424,5.0425e-5
120425,5.1875e-5
120426,5.128333333333333e-5
120427,4.7725e-5
120428,5.1691666666666665e-5
120429,4.7799999999999996e-5
120430,5.096666666666667e-5
120431,5.219166666666667e-5
120432,5.1416666666666665e-5
120433,4.899166666666667e-5
120434,5.1691666666666665e-5
120501,5.126666666666667e-5
120502,4.853333333333333e-5
120503,5.155833333333333e-5
120504,4.903333333333334e-5
120601,5.0108333333333336e-5
120602,5.0916666666666666e-05
120603,4.651666666666667e-5
120604,5.085e-5
120605,4.5875000000000004e-5
120606,4.84e-5
120607,5.220833333333333e-5
120608,5.0341666666666666e-5
120609,5.0341666666666666e-5
120701,5.44e-5
120702,4.993333333333333e-5
120703,5.0008333333333334e-5
120704,4.710833333333333e-5
120705,5.600833333333333e-5
120706,4.773333333333333e-5
120707,4.964166666666666e-5
120708,5.126666666666667e-5
120709,4.8608333333333334e-5
120801,5.429166666666667e-5
120802,5.2525e-5
120803,5.486666666666667e-5
120804,5.441666666666667e-5
120805,6.119166666666667e-5
120806,5.770833333333334e-5
120807,5.11e-5
120808,5.8066666666666664e-5
120809,5.2241666666666665e-5
120810,5.858333333333333e-5
120901,5.935e-5
120902,5.215e-5
120903,5.3175e-5
120904,5.2791666666666665e-5
120905,6.4225e-5
120906,5.353333333333333e-5
120907,4.99e-5
120908,6.0316666666666665e-5
120909,5.078333333333333e-5
130101,6.3575e-5
130102,7.195e-5
130103,7.0275e-5
130104,6.288333333333333e-5
130105,6.6775e-5
130106,5.995833333333333e-5
130107,5.8483333333333336e-5
130108,5.9025e-5
130109,5.658333333333333e-5
130110,5.6750000000000004e-5
130111,5.905e-5
130201,5.65e-5
130202,5.796666666666667e-5
130203,5.488333333333334e-5
130204,5.404166666666667e-5
130205,5.2241666666666665e-5
130206,5.1475e-5
130207,5.5891666666666665e-5
130208,5.4425e-5
130301,4.520833333333333e-5
130302,4.5041666666666666e-5
130303,4.479166666666667e-5
130304,4.646666666666667e-5
130305,4.4258333333333336e-5
130306,4.598333333333334e-5
130401,5.5625e-5
130402,5.7333333333333336e-5
130403,5.486666666666667e-5
130501,5.1275e-5
130502,5.055e-5
130503,5.0825e-5
130504,5.1158333333333335e-5
130601,5.2233333333333334e-5
130602,5.359166666666667e-5
130604,5.2475e-5
130605,4.8225e-5
130606,5.231666666666667e-5
130608,5.275833333333333e-5
130610,5.06e-5
130611,5.496666666666667e-5
130613,5.2925e-5
130614,4.9975e-5
130701,5.335e-5
130702,5.6366666666666663e-5
130703,5.8483333333333336e-5
130704,5.3924999999999996e-5
130705,5.6125e-5
130801,4.5033333333333335e-5
130802,4.3175e-5
130803,4.4466666666666666e-5
130804,4.468333333333333e-5
130805,4.3916666666666666e-5
130806,4.6525e-5
130807,4.350833333333333e-5
130808,4.600833333333333e-5
130809,4.5675e-5
130810,4.3925e-5
130811,4.626666666666667e-5
130812,4.6175000000000004e-5
130813,4.491666666666667e-5
130901,4.904166666666667e-5
130902,4.6825e-5
130903,4.7216666666666665e-5
130904,5.0816666666666664e-5
130905,4.6775e-5
130906,5.03e-5
130907,4.761666666666667e-5
130908,4.7524999999999996e-5
131001,5.15e-5
131002,4.9533333333333336e-5
131003,4.8925e-5
131004,4.841666666666667e-5
131005,4.81e-5
131006,5.044166666666667e-5
131007,5.4533333333333335e-5
131008,4.7e-5
131101,4.9558333333333336e-5
131102,5.0591666666666665e-5
131103,5.24e-5
131104,4.84e-5
131201,5.4783333333333335e-5
131202,5.3933333333333334e-5
131203,5.4558333333333336e-5
140101,5.8141666666666666e-5
140102,5.5350000000000004e-5
140103,5.074166666666667e-5
140104,5.108333333333333e-5
140105,6.313333333333333e-5
140106,5.3175e-5
140107,5.273333333333333e-5
140108,5.2825e-5
140109,5.8325e-5
140110,5.539166666666667e-5
140111,6.134166666666666e-5
140112,5.3966666666666666e-5
140113,5.4458333333333333e-5
140114,5.104166666666667e-5
140115,5.515e-5
140116,5.734166666666667e-5
140117,5.6716666666666665e-5
140118,5.765833333333333e-5
140119,5.8225e-5
140120,5.625833333333333e-5
140201,6.190833333333334e-5
140202,4.6325e-5
140203,4.725e-5
140204,5.795e-5
140205,5.6175e-5
140206,6.265833333333333e-5
140301,5.4800000000000004e-5
140302,5.195e-5
140303,5.7275e-5
140304,5.435833333333333e-5
140305,5.6825e-5
140306,4.759166666666667e-5
140307,5.2841666666666666e-5
140308,5.0175e-5
140309,5.65e-5
140310,4.9533333333333336e-5
140311,5.2566666666666666e-5
140312,5.7e-5
150101,2.1455833333333332e-4
150102,1.2451666666666667e-4
150103,2.919e-4
150104,1.7026666666666667e-4
150105,2.0390833333333333e-4
150106,2.2435e-4
150107,2.590166666666667e-4
150108,1.5245e-4
150109,2.0155e-4
150110,2.5898333333333333e-4
150111,2.7148333333333336e-4
150112,2.41825e-4
150113,1.9945e-4
150114,2.3556666666666666e-4
150115,2.2893333333333333e-4
150116,1.9764166666666667e-4
150117,2.1578333333333334e-4
150118,2.77375e-4
150119,1.40725e-4
150120,1.8279166666666666e-4
150121,1.91475e-4
150122,1.7928333333333335e-4
150123,1.71975e-4
150124,1.02375e-4
150125,2.0119166666666667e-4
150126,1.16875e-4
150127,1.0445e-4
150128,2.3405e-4
150129,9.78e-5
150130,2.1330833333333335e-4
150131,1.9408333333333333e-4
150132,2.9400833333333333e-4
150133,1.8181666666666668e-4
150134,2.4014166666666667e-4
150135,2.0430833333333334e-4
150136,1.7923333333333334e-4
150137,2.826666666666667e-4
150138,9.969166666666667e-5
150139,1.4059166666666666e-4
150140,1.971e-4
150141,1.8956666666666668e-4
150142,1.6836666666666668e-4
150143,1.8693333333333334e-4
150201,6.291666666666666e-5
150202,6.050833333333333e-5
150203,6.303333333333334e-5
150204,6.406666666666666e-5
150205,6.264166666666667e-5
150301,4.9975e-5
150302,4.885e-5
150303,5.1725e-5
150304,5.45e-5
150305,5.5641666666666666e-5
150401,5.5375e-5
150402,6.2e-5
150403,7.619166666666667e-5
150404,5.351666666666667e-5
150405,5.608333333333333e-5
150406,5.625e-5
150407,1.07125e-4
150501,6.0841666666666664e-5
150502,7.033333333333334e-5
150503,6.999166666666667e-5
150504,6.509166666666667e-5
150505,8.688333333333334e-5
150506,6.4825e-5
150507,6.433333333333333e-5
150508,5.901666666666667e-5
150509,8.046666666666667e-5
150510,6.108333333333333e-5
150511,5.859166666666667e-5
150512,6.288333333333333e-5
150513,8.593333333333333e-5
150514,6.369166666666667e-5
150515,8.6925e-5
150516,5.7975e-5
150601,7.2875e-5
150602,5.219166666666667e-5
150603,5.625e-5
150604,7.8375e-5
150605,8.663333333333333e-5
150606,5.7316666666666666e-5
150607,5.515833333333333e-5
150608,5.076666666666667e-5
150609,5.7608333333333335e-5
150610,5.0525e-5
150611,5.9275e-5
150612,5.1408333333333334e-5
150701,6.398333333333333e-5
150702,9.54e-5
150703,7.435e-5
150704,5.763333333333333e-5
150705,6.111666666666667e-5
150706,6.23e-5
150707,6.119166666666667e-5
150708,5.5075e-5
150709,5.6375e-5
150710,6.049166666666667e-5
150711,5.994166666666667e-5
150712,5.548333333333333e-5
150713,5.791666666666667e-5
150714,1.4636666666666666e-4
150715,6.518333333333334e-5
150716,1.6425833333333335e-4
150717,7.869166666666666e-5
150718,5.855e-5
150719,5.97e-5
150720,5.3866666666666664e-5
150721,5.5291666666666664e-5
150722,5.880833333333333e-5
150723,7.505e-5
150724,6.403333333333334e-5
150725,5.53e-5
150726,6.0725e-5
150727,9.795e-5
150728,1.25075e-4
150729,5.435e-5
150730,7.871666666666666e-5
150731,7.31e-5
150732,7.065e-5
150801,7.000833333333333e-5
150802,5.6491666666666666e-5
150803,6.803333333333334e-5
150804,5.4758333333333334e-5
150805,6.9625e-5
150806,6.654166666666667e-5
150807,5.4516666666666666e-5
150808,5.4691666666666663e-05
150809,5.1475e-5
150810,6.961666666666667e-5
150811,6.225833333333333e-5
150812,6.660833333333333e-5
150901,5.009166666666667e-5
150902,5.3375e-5
150903,5.125e-5
150904,5.3433333333333336e-5
150905,5.438333333333333e-5
150906,5.2125e-5
151001,5.7549999999999996e-5
151002,5.268333333333333e-5
151003,5.6225e-5
151004,5.675e-5
151005,5.374166666666667e-5
151006,5.5125e-5
151007,5.714166666666667e-5
151008,5.494166666666667e-5
151009,5.743333333333333e-5
151010,5.910833333333333e-5
151011,5.5333333333333334e-5
151012,5.375833333333333e-5
151013,6.0341666666666665e-5
151014,5.4325e-5
151015,5.599166666666667e-5
151016,5.328333333333333e-5
151017,5.353333333333333e-5
151018,5.165833333333333e-5
151019,5.238333333333333e-5
151020,5.355833333333333e-5
151021,5.358333333333333e-5
151022,6.021666666666667e-5
151023,5.549166666666667e-5
151024,5.5841666666666664e-5
151025,6.0975e-5
151026,5.445e-5
151027,5.7325e-5
151028,5.535e-5
151029,5.7075e-5
151030,5.305833333333333e-5
151031,5.278333333333333e-5
151032,5.438333333333333e-5
151033,5.456666666666667e-5
160101,4.769166666666667e-5
160102,4.6108333333333334e-5
160103,4.7291666666666666e-5
160104,4.679166666666667e-5
160105,4.660833333333333e-5
160106,4.5866666666666666e-5
160107,4.605e-5
160108,4.771666666666667e-5
160110,4.6691666666666665e-5
160112,4.9458333333333334e-5
160113,4.800833333333333e-5
160201,4.988333333333334e-5
160202,4.715833333333333e-5
160205,4.6958333333333334e-5
160206,4.654166666666667e-5
160210,4.975e-5
160211,5.154166666666667e-5
160301,4.6758333333333336e-5
160302,4.656666666666667e-5
160303,4.603333333333333e-5
160304,4.5883333333333335e-5
160305,4.6325e-5
160401,4.6383333333333334e-5
160402,4.6158333333333335e-5
160403,4.6175e-5
160404,4.659166666666666e-5
160501,4.675e-5
160502,4.773333333333333e-5
160503,4.6941666666666665e-5
160504,4.718333333333333e-5
160505,4.7491666666666665e-5
160506,4.71e-5
160507,4.7191666666666664e-5
160508,4.735833333333333e-5
160509,4.7475e-5
160510,4.630833333333333e-5
160511,4.655833333333333e-5
160601,4.8666666666666666e-5
160602,5e-5
160603,5.025833333333333e-5
160604,4.8916666666666665e-5
160605,4.761666666666667e-5
160606,4.895e-5
160701,4.5883333333333335e-5
160702,4.6725e-5
160703,4.625e-5
160704,4.6925e-5
160705,4.6066666666666664e-5
160706,4.6225e-5
160801,4.624166666666667e-5
160802,4.61e-5
160803,4.6966666666666665e-5
160804,4.713333333333333e-5
170101,5.5625000000000004e-5
170102,5.885833333333333e-5
170103,5.6758333333333335e-5
170104,5.769166666666667e-5
170201,5.3358333333333334e-5
170202,5.3616666666666664e-5
170203,5.5608333333333334e-5
170204,5.4875e-5
170301,5.3475e-5
170302,5.931666666666667e-5
170303,5.6758333333333335e-5
180101,6.341666666666667e-5
180102,5.903333333333333e-5
180103,6.028333333333333e-5
180104,7.555833333333333e-5
180105,5.8075e-5
180106,7.518333333333334e-5
180201,6.046666666666667e-5
180202,5.546666666666667e-5
180203,5.7008333333333334e-5
180204,5.551666666666667e-5
180205,7.206666666666667e-5
180206,5.520833333333333e-5
180207,5.9516666666666665e-5
180208,6.709166666666667e-5
180209,6.330833333333333e-5
180210,5.679166666666667e-5
180211,5.523333333333333e-5
180301,5.6741666666666666e-5
180302,5.7541666666666665e-5
180303,5.7775e-5
190101,4.8625e-5
190102,4.6875e-5
190103,4.8866666666666664e-5
190104,4.985e-5
190105,4.906666666666667e-5
190106,4.904166666666667e-5
190107,4.710833333333333e-5
190108,4.871666666666667e-5
190109,4.93e-5
190110,4.7491666666666665e-5
190111,4.9991666666666664e-5
190112,4.875833333333333e-5
190113,5.0675e-5
190201,4.8275e-5
190202,4.895e-5
190203,4.825e-5
190204,4.9525e-5
190205,4.929166666666667e-5
190206,4.7875e-5
190207,5.1958333333333334e-5
190208,4.8408333333333335e-5
190301,4.5883333333333335e-5
190302,4.65e-5
190303,4.755e-5
190304,4.9575e-5
190305,4.6875e-5
190306,5.180833333333334e-5
190307,4.6966666666666665e-5
190308,5.3983333333333335e-5
200101,6.0983333333333336e-5
200104,5.578333333333333e-5
200105,5.133333333333333e-5
200107,5.2283333333333335e-5
200108,5.085e-5
200109,5.133333333333333e-5
200110,4.915833333333333e-5
200111,5.5816666666666664e-5
200114,5.629166666666667e-5
200115,6.253333333333333e-5
200201,4.875833333333333e-5
200202,4.925e-5
200203,5.236666666666667e-5
200204,4.901666666666667e-5
200205,5.0225e-5
200206,4.8866666666666664e-5
200207,5.3475e-5
200208,5.12e-5
200209,5.2033333333333335e-5
200210,5.521666666666666e-5
200301,4.555e-5
200302,4.761666666666667e-5
200303,4.3433333333333336e-5
200304,4.8641666666666665e-5
200305,4.649166666666667e-5
200306,4.6825e-5
200307,4.6458333333333335e-5
200308,4.6716666666666666e-5
200401,5.28e-5
200402,5.175e-5
200403,4.8866666666666664e-5
200404,5.163333333333333e-5
200405,5.443333333333333e-5
200406,5.231666666666667e-5
200407,5.1233333333333336e-5
200408,5.184166666666667e-5
200409,4.9208333333333335e-5
200410,4.828333333333333e-5
200501,4.9716666666666664e-5
200502,5.245e-5
200503,5.248333333333333e-5
200504,5.2033333333333335e-5
200505,5.155833333333333e-5
200506,5.353333333333333e-5
200507,4.9508333333333335e-5
200601,5.8141666666666666e-5
200602,6.270833333333333e-5
200603,5.5291666666666664e-5
200604,5.5e-5
200605,5.470833333333333e-5
200606,5.39e-5
200607,5.6625e-5
200608,5.925e-5
200701,5.5041666666666665e-5
200702,5.658333333333333e-5
200703,5.109166666666667e-5
200704,5.768333333333333e-5
200705,5.570833333333334e-5
200706,5.4800000000000004e-5
200801,4.805e-5
200802,4.9675e-5
200803,5.055e-5
200804,4.995e-5
200805,4.7825e-5
200806,4.984166666666667e-5
210101,5.975e-5
210102,5.6808333333333336e-5
210103,6.163333333333333e-5
210104,5.8941666666666665e-5
210105,6.11e-5
210106,6.105833333333333e-5
210107,5.745e-5
210108,6.633333333333334e-5
210109,5.6225e-5
210110,6.181666666666666e-5
210111,5.525e-5
210112,5.905833333333333e-5
210113,5.495833333333333e-5
210114,5.735e-5
210115,5.881666666666667e-5
210201,5.274166666666667e-5
210202,5.535e-5
210203,5.4225000000000003e-5
210204,5.375e-5
210205,5.5075e-5
210206,5.3658333333333334e-5
210207,5.4208333333333334e-5
210208,5.15e-5
210209,5.1366666666666664e-5
210210,5.6475000000000004e-5
210211,5.3141666666666666e-5
210212,5.181666666666667e-5
210213,5.2308333333333335e-5
210214,5.408333333333333e-5
210215,5.4475e-5
210301,5.0908333333333335e-5
210302,5.1166666666666666e-5
210303,5.2875000000000005e-5
210304,5.3075e-5
210305,4.9733333333333334e-5
210306,5.0633333333333335e-5
210307,4.915833333333333e-5
210308,4.824166666666667e-5
210309,5.043333333333333e-5
210310,5.0591666666666665e-5
210401,5.968333333333333e-5
210402,5.830833333333333e-5
210403,5.740833333333333e-5
210404,5.570833333333334e-5
210405,5.553333333333333e-5
210406,5.826666666666667e-5
210407,5.685833333333334e-5
210501,5.681666666666667e-5
210502,5.626666666666667e-5
210503,5.689166666666666e-5
210504,5.5983333333333337e-5
210505,5.5541666666666664e-5
210601,5.438333333333333e-5
210602,5.205e-5
210603,5.29e-5
210604,5.156666666666667e-5
210605,5.551666666666667e-5
210606,5.355e-5
210607,5.549166666666666e-5
210608,5.2791666666666665e-5
210701,5.6e-5
210702,5.6991666666666665e-5
210703,5.5033333333333334e-5
210704,5.546666666666667e-5
210705,5.468333333333333e-5
210706,5.4441666666666664e-5
210707,5.325e-5
210708,5.4424999999999995e-5
210709,5.5341666666666666e-5
210710,5.3941666666666665e-5
210801,5.376666666666667e-5
210802,5.210833333333333e-5
210803,5.545833333333333e-5
210804,5.600833333333333e-5
210805,5.569166666666667e-5
210806,5.149166666666667e-5
210807,5.4325e-5
210808,5.2541666666666665e-5
210809,5.484166666666667e-5
210901,5.5066666666666666e-5
210902,5.4741666666666665e-5
210903,5.541666666666667e-5
210904,5.500833333333333e-5
211001,5.218333333333333e-5
211002,5.1941666666666664e-5
211003,5.324166666666667e-5
211004,5.1966666666666665e-5
211005,5.03e-5
211101,5.833333333333333e-5
211102,5.711666666666667e-5
211103,5.5883333333333334e-5
211104,6.0075e-5
211105,5.655833333333333e-5
211201,5.085e-5
211202,5.0633333333333335e-5
211203,5.3908333333333334e-5
211204,5.0024999999999996e-5
211205,5.0291666666666665e-5
211206,4.981666666666667e-5
211207,5.940833333333333e-5
211208,5.665e-5
211209,5.3958333333333335e-5
211210,5.803333333333333e-5
211301,5.8175e-5
211302,6.049166666666667e-5
211303,5.709166666666667e-5
211304,5.865e-5
211305,5.6425e-5
211306,5.881666666666667e-5
211307,5.8108333333333334e-5
220101,4.4975e-5
220102,4.6441666666666666e-5
220103,4.6666666666666665e-5
220104,4.578333333333333e-5
220105,4.5033333333333335e-5
220106,4.61e-5
220201,5.076666666666667e-5
220202,5.013333333333334e-5
220203,5.266666666666667e-5
220204,5.0625e-5
220205,5.240833333333333e-5
220206,5.2358333333333337e-5
220301,4.8058333333333334e-5
220302,5.0683333333333337e-5
220303,4.621666666666667e-5
220304,4.968333333333333e-5
220305,4.761666666666667e-5
220401,4.759166666666667e-5
220402,4.541666666666667e-5
220403,4.815e-5
220404,4.8675e-5
220405,4.9191666666666665e-5
220406,4.986666666666667e-5
220501,4.9375e-5
220502,4.765833333333333e-5
220503,5.273333333333333e-5
220504,5.19e-5
220505,5.210833333333334e-5
220506,4.681666666666667e-5
220507,4.9075e-5
220508,4.906666666666667e-5
220509,5.0791666666666663e-5
220510,4.9474999999999996e-5
220511,5.025833333333333e-5
220601,4.9833333333333336e-5
220602,4.848333333333333e-5
220603,4.409166666666667e-5
220604,4.603333333333333e-5
220605,5.149166666666667e-5
220701,5.211666666666667e-5
220702,5.019166666666667e-5
220703,5.1275e-5
220704,4.96e-5
220705,5.1483333333333336e-5
220706,5.299166666666666e-5
220707,5.1775e-5
220708,5.015833333333333e-5
220709,5.0283333333333334e-5
220710,4.9225e-5
220801,4.679166666666667e-5
220802,4.3608333333333334e-5
220803,4.5266666666666665e-5
220804,4.428333333333333e-5
220805,4.2216666666666665e-5
220806,4.7425e-5
220807,4.580833333333333e-5
220808,4.6166666666666666e-5
220809,4.7016666666666667e-5
220901,5.665833333333333e-5
220902,5.1733333333333335e-5
220903,5.265e-5
220904,5.071666666666667e-5
220905,4.8349999999999996e-5
220906,5.098333333333333e-5
220907,4.991666666666667e-5
220908,5.413333333333333e-5
220909,5.59e-5
220910,5.4233333333333335e-5
220911,4.8125e-5
220912,5.299166666666666e-5
220913,4.9725e-5
220914,5.3066666666666665e-5
221001,4.8325e-5
221002,5.0341666666666666e-5
221003,4.711666666666667e-5
221004,4.405e-5
221005,4.8708333333333336e-5
230101,5.905833333333333e-5
230102,6.138333333333333e-5
230103,7.164166666666667e-5
230104,6.575833333333334e-5
230105,6.2025e-5
230106,6.160833333333333e-5
230107,5.7275e-5
230108,6.2825e-5
230109,5.831666666666667e-5
230110,6.2525e-5
230111,5.86e-5
230201,6.428333333333333e-5
230202,7.579166666666666e-5
230203,8.736666666666666e-5
230204,7.09e-5
230205,7.293333333333334e-5
230206,7.005833333333333e-5
230301,6.0908333333333334e-5
230302,7.8375e-5
230303,5.795e-5
230401,5.6475000000000004e-5
230402,6.233333333333334e-5
230403,5.7291666666666666e-5
230404,5.8325e-5
230405,6.231666666666666e-5
230406,5.775833333333333e-5
230407,5.8725e-5
230408,5.6975e-5
240101,5.6975e-5
240102,5.695e-5
240103,5.376666666666667e-5
240104,5.3116666666666666e-5
240105,5.388333333333333e-5
240106,5.6191666666666666e-5
240201,5.4225000000000003e-5
240202,5.3133333333333335e-5
240203,5.3891666666666664e-5
240301,5.716666666666667e-5
240302,5.910833333333334e-5
240303,5.265e-5
240304,5.609166666666667e-5
250101,5.013333333333334e-5
250102,5.410833333333333e-5
250103,5.2808333333333334e-5
250104,5.149166666666667e-5
250105,5.3924999999999996e-5
250106,5.455e-5
250107,5.6766666666666666e-5
250201,5.1508333333333336e-5
250202,5.2275e-5
250203,5.455e-5
250204,5.0958333333333336e-5
250301,5.018333333333334e-5
250302,5.524166666666667e-5
250303,5.425e-5
250304,5.239166666666667e-5
250305,5.605833333333333e-5
250401,5.2625e-5
