ubigeo,aai,co,ntl,no2,o3,pm25,sairtemp,sh,so2,sradiation,swindspeed,tmmn,tmmx,urban_area
020906,-0.076045825,0.02953133333333333,0.3780248,5.181666666666667e-5,0.11633265833333334,24.1027025789828,282.07469746666663,0.007057125,4.3485833333333336e-4,228.61856651666668,2.1851871,4.18969645,19.199146683333332,0
020907,-0.020599425,0.03221456666666666,0.3125539,5.4766666666666665e-5,0.11636055,26.3805556562212,290.8815581833333,0.01016511666666666,5.556083333333333e-4,244.2251761,2.2613866,9.561428333333334,24.232320533333333,0
021001,0.35706840833333336,0.02545085,0.4188429,4.7491666666666665e-5,0.11667299166666668,30.9015197058217,277.94254183333334,0.00661905,3.931583333333333e-4,245.10532124166667,3.2321332,-0.07253399166666667,14.694334766666667,0
021002,0.06969145,0.02632505,0.3597629,4.8066666666666665e-5,0.116483675,32.3333333333333,279.77653610833335,0.00797618333333333,3.309916666666667e-4,229.51087478333335,3.8475704,2.5891547083333335,17.529499183333332,0
021003,0.17318408333333332,0.02592234166666666,0.3634003,4.706666666666667e-5,0.11638999166666666,31.5740739469175,279.4075301666667,0.007378525,3.553e-4,239.87060790833337,3.392297341666666,1.18260875,16.067112275,0
021004,0.25052755,0.02471211666666666,0.3685819,5.5108333333333336e-5,0.11623968333333332,30.7457477983492,277.01451635,0.0059169,4.012833333333333e-4,247.52781165,2.864790025,-1.536771991666667,12.78596235,0
021005,0.06252118333333334,0.02575013333333333,0.3958328,4.768333333333333e-5,0.11642093333333334,32.1712324586633,280.0561203333333,0.00801640833333333,3.41875e-4,229.87941935833337,3.861045266666667,2.56072625,17.477541191666667,0
021006,0.02352109166666666,0.027204,0.4218116,4.6375e-5,0.11736373333333332,33.9461537287785,279.9703108666667,0.00805089166666666,3.3044166666666664e-4,231.1079422,3.7375201166666665,4.030861191666666,19.108283075,0
021007,-0.07270775833333333,0.027617875,0.3939314,5.209166666666667e-5,0.11632445,31.8246030201988,280.752029825,0.0078863,4.274e-4,239.09373011666668,3.5643681083333334,2.7126130083333333,17.694219458333333,0
021008,0.20893645,0.02535728333333333,0.3617933,5.075e-5,0.11677814166666668,30.9300751506834,278.419743475,0.006634225,4.0875e-4,246.91658270833332,3.1784788833333333,-0.2077227,14.462436333333333,0
021009,-0.08899061666666666,0.027864,0.4211207,4.8866666666666664e-5,0.11651104166666666,32.5492059314062,282.8417611333333,0.00872925,4.364666666666667e-4,238.16231589166668,3.4704375,4.106955858333333,19.315624716666665,0
021010,-0.08993518333333334,0.02843910833333333,0.5525988,4.7475e-5,0.11690745,33.2858406336962,281.57575821666666,0.00871620833333333,3.779333333333333e-4,231.84883459166667,3.759485475,4.302843225,19.376387191666662,0
021011,0.00895524166666666,0.02690241666666666,0.3795789,4.8825e-5,0.11636985833333334,32.0551016865944,279.9299108583333,0.00785830833333333,3.9598333333333335e-4,232.39519708333333,3.7927689666666664,3.554534783333333,18.592402891666666,0
021012,-0.22453605,0.0280932,0.855346,4.9925e-5,0.116260275,32.0857129778181,283.35813395,0.00907364166666666,4.5600833333333336e-4,234.48568599166668,3.591307766666666,7.270599483333333,22.768941333333338,0
021013,0.1223213,0.02631435,0.3109226,4.6025e-5,0.11749351666666669,34.0663865995006,279.875640025,0.007995725,4.4425e-4,229.50647235833333,3.7409871083333335,2.319144966666667,17.230714516666666,0
021014,0.16457886666666666,0.0245105,1.7336173,5.600833333333333e-5,0.11593415,31.1461206756789,277.7446199,0.00649549999999999,3.9496666666666665e-4,242.64328339166667,3.273363916666667,-0.9015735,13.45969465,0
