type,origin,destination,flow
Work,150102,150120,72
Work,150102,150121,81
Work,150102,150122,303
Work,150102,150123,23
Work,150102,150124,6
Work,150102,150125,2120
Work,150102,150126,4
Work,150102,150128,125
Work,150102,150129,4
Work,150102,150130,153
Work,150102,150131,400
Work,150102,150132,224
Work,150102,150133,61
Work,150102,150134,54
Work,150102,150135,536
Work,150102,150136,133
Work,150102,150137,153
Work,150102,150139,134
Work,150102,150140,251
Work,150102,150141,79
Work,150102,150142,110
Work,150102,150143,32
Work,150103,070101,2426
Work,150103,070102,155
Work,150103,070103,56
Work,150103,070104,66
Work,150103,070105,57
Work,150103,070106,238
Work,150103,070107,3
Work,150103,150101,10306
Work,150103,150102,102
Work,150103,150103,143098
Work,150103,150104,339
Work,150103,150105,963
Work,150103,150106,168
Work,150103,150107,1299
Work,150103,150108,1387
Work,150103,150109,253
Work,150103,150110,415
Work,150103,150111,1636
Work,150103,150112,345
Work,150103,150113,1848
Work,150103,150114,8574
Work,150103,150115,11542
Work,150103,150116,1381
Work,150103,150117,831
Work,150103,150118,6513
Work,150103,150119,1359
Work,150103,150120,648
Work,150103,150121,547
Work,150103,150122,3694
Work,150103,150123,426
Work,150103,150124,45
Work,150103,150125,394
Work,150103,150126,62
Work,150103,150127,27
Work,150103,150128,770
Work,150103,150129,48
Work,150103,150130,3847
Work,150103,150131,5386
Work,150103,150132,3834
Work,150103,150133,786
Work,150103,150134,3618
Work,150103,150135,788
Work,150103,150136,851
Work,150103,150137,14279
Work,150103,150138,5
Work,150103,150139,12
Work,150103,150140,5151
Work,150103,150141,1427
Work,150103,150142,1003
Work,150103,150143,427
Work,150104,070101,294
Work,150104,070102,12
Work,150104,070103,5
Work,150104,070104,8
Work,150104,070105,4
Work,150104,070106,23
Work,150104,150101,954
Work,150104,150102,2
Work,150104,150103,168
Work,150104,150104,5567
Work,150104,150105,87
Work,150104,150106,9
Work,150104,150107,3
Work,150104,150108,819
Work,150104,150109,3
Work,150104,150110,27
Work,150104,150111,19
Work,150104,150112,33
Work,150104,150113,343
Work,150104,150114,240
Work,150104,150115,311
Work,150104,150116,232
Work,150104,150117,61
Work,150104,150118,35
Work,150104,150119,108
Work,150104,150120,189
Work,150104,150121,85
Work,150104,150122,2134
Work,150104,150123,23
Work,150104,150124,3
Work,150104,150125,22
Work,150104,150126,4
Work,150104,150128,26
Work,150104,150129,3
Work,150104,150130,480
Work,150104,150131,1639
Work,150104,150132,71
Work,150104,150133,134
Work,150104,150134,57
Work,150104,150135,53
Work,150104,150136,170
Work,150104,150137,51
Work,150104,150140,1149
Work,150104,150141,424
Work,150104,150142,114
Work,150104,150143,48
Work,150105,070101,1114
Work,150105,070102,157
Work,150105,070103,36
Work,150105,070104,59
Work,150105,070105,24
Work,150105,070106,86
Work,150105,070107,2
Work,150105,150101,5615
Work,150105,150102,21
Work,150105,150103,572
Work,150105,150104,158
Work,150105,150105,13723
Work,150105,150106,42
Work,150105,150107,13
Work,150105,150108,368
Work,150105,150109,6
Work,150105,150110,164
Work,150105,150111,148
Work,150105,150112,191
Work,150105,150113,2131
Work,150105,150114,314
Work,150105,150115,1297
Work,150105,150116,857
Work,150105,150117,371
Work,150105,150118,116
Work,150105,150119,122
Work,150105,150120,616
Work,150105,150121,1062
Work,150105,150122,1755
Work,150105,150123,23
Work,150105,150124,4
Work,150105,150125,124
Work,150105,150126,7
Work,150105,150127,3
Work,150105,150128,261
Work,150105,150129,7
Work,150105,150130,754
Work,150105,150131,2199
Work,150105,150132,401
Work,150105,150133,119
Work,150105,150134,160
Work,150105,150135,424
Work,150105,150136,928
Work,150105,150137,273
Work,150105,150138,1
Work,150105,150139,6
Work,150105,150140,825
Work,150105,150141,464
Work,150105,150142,114
Work,150105,150143,38
Work,150106,070101,4092
Work,150106,070102,194
Work,150106,070103,171
Work,150106,070104,106
Work,150106,070105,59
Work,150106,070106,668
Work,150106,070107,9
Work,150106,150101,8895
Work,150106,150102,458
Work,150106,150103,1125
Work,150106,150104,279
Work,150106,150105,1035
Work,150106,150106,58620
Work,150106,150107,24
Work,150106,150108,697
Work,150106,150109,32
Work,150106,150110,9571
Work,150106,150111,290
Work,150106,150112,2750
Work,150106,150113,1387
Work,150106,150114,811
Work,150106,150115,2195
Work,150106,150116,781
Work,150106,150117,6217
Work,150106,150118,496
Work,150106,150119,428
Work,150106,150120,559
Work,150106,150121,617
Work,150106,150122,2327
Work,150106,150123,71
Work,150106,150124,50
Work,150106,150125,5518
Work,150106,150126,35
Work,150106,150127,13
Work,150106,150128,923
Work,150106,150129,20
Work,150106,150130,1041
Work,150106,150131,2840
Work,150106,150132,1160
Work,150106,150133,210
Work,150106,150134,306
Work,150106,150135,3341
Work,150106,150136,1222
Work,150106,150137,963
Work,150106,150138,3
Work,150106,150139,56
Work,150106,150140,1603
Work,150106,150141,673
Work,150106,150142,365
Work,150106,150143,114
Work,150107,070101,186
Work,150107,070102,9
Work,150107,070103,4
Work,150107,070104,5
Work,150107,070105,5
Work,150107,070106,16
Work,150107,150101,1018
Work,150107,150102,12
Work,150107,150103,2255
Work,150107,150104,29
Work,150107,150105,66
Work,150107,150106,8
Work,150107,150107,7920
Work,150107,150108,83
Work,150107,150109,3
Work,150107,150110,13
Work,150107,150111,68
Work,150107,150112,18
Work,150107,150113,135
Work,150107,150114,431
Work,150107,150115,230
Work,150107,150116,90
Work,150107,150117,52
Work,150107,150118,1767
Work,150107,150119,84
Work,150107,150120,55
Work,150107,150121,47
Work,150107,150122,285
Work,150107,150123,17
Work,150107,150124,4
Work,150107,150125,29
Work,150107,150126,4
Work,150107,150127,2
Work,150107,150128,47
Work,150107,150129,5
Work,150107,150130,208
Work,150107,150131,415
Work,150107,150132,190
Work,150107,150133,45
Work,150107,150134,111
Work,150107,150135,42
Work,150107,150136,57
Work,150107,150137,691
Work,150107,150140,342
Work,150107,150141,81
Work,150107,150142,47
Work,150107,150143,19
Work,150108,070101,1437
Work,150108,070102,75
Work,150108,070103,27
Work,150108,070104,46
Work,150108,070105,21
Work,150108,070106,111
Work,150108,150101,5707
Work,150108,150102,66
Work,150108,150103,1431
Work,150108,150104,3120
Work,150108,150105,562
Work,150108,150106,74
Work,150108,150107,31
Work,150108,150108,72020
Work,150108,150109,55
Work,150108,150110,194
Work,150108,150111,212
Work,150108,150112,173
Work,150108,150113,1820
Work,150108,150114,1332
Work,150108,150115,2174
Work,150108,150116,1318
Work,150108,150117,405
Work,150108,150118,327
Work,150108,150119,1620
Work,150108,150120,728
Work,150108,150121,429
Work,150108,150122,9410
Work,150108,150123,213
Work,150108,150124,64
Work,150108,150125,137
Work,150108,150126,98
Work,150108,150127,20
Work,150108,150128,412
Work,150108,150129,84
Work,150108,150130,3217
Work,150108,150131,6794
Work,150108,150132,657
Work,150108,150133,2982
Work,150108,150134,510
Work,150108,150135,339
Work,150108,150136,667
Work,150108,150137,681
Work,150108,150138,4
Work,150108,150139,5
Work,150108,150140,6116
Work,150108,150141,2713
Work,150108,150142,2779
Work,150108,150143,926
Work,150109,070101,78
Work,150109,070102,8
Work,150109,070103,2
Work,150109,070104,4
Work,150109,070105,3
Work,150109,070106,8
Work,150109,150101,436
Work,150109,150102,1
Work,150109,150103,576
Work,150109,150104,17
Work,150109,150105,32
Work,150109,150106,4
Work,150109,150107,5
Work,150109,150108,76
Work,150109,150109,7339
Work,150109,150110,20
Work,150109,150111,36
Work,150109,150112,12
Work,150109,150113,71
Work,150109,150114,1820
Work,150109,150115,306
Work,150109,150116,70
Work,150109,150117,40
Work,150109,150118,60
Work,150109,150119,75
Work,150109,150120,34
Work,150109,150121,28
Work,150109,150122,258
Work,150109,150123,426
Work,150109,150124,2
Work,150109,150125,11
Work,150109,150126,6
Work,150109,150127,2
Work,150109,150128,22
Work,150109,150129,5
Work,150109,150130,279
Work,150109,150131,275
Work,150109,150132,94
Work,150109,150133,59
Work,150109,150134,94
Work,150109,150135,30
Work,150109,150136,53
Work,150109,150137,418
Work,150109,150140,391
Work,150109,150141,94
Work,150109,150142,63
Work,150109,150143,34
Work,150110,070101,7764
Work,150110,070102,338
Work,150110,070103,264
Work,150110,070104,191
Work,150110,070105,78
Work,150110,070106,920
Work,150110,070107,13
Work,150110,150101,16937
Work,150110,150102,557
Work,150110,150103,2070
Work,150110,150104,466
Work,150110,150105,2027
Work,150110,150106,5201
Work,150110,150107,45
Work,150110,150108,1340
Work,150110,150109,59
Work,150110,150110,101013
Work,150110,150111,467
Work,150110,150112,5874
Work,150110,150113,3155
Work,150110,150114,1312
Work,150110,150115,4290
Work,150110,150116,1768
Work,150110,150117,11259
Work,150110,150118,724
Work,150110,150119,735
Work,150110,150120,1114
Work,150110,150121,1177
Work,150110,150122,4650
Work,150110,150123,91
Work,150110,150124,78
Work,150110,150125,4012
Work,150110,150126,48
Work,150110,150127,11
Work,150110,150128,1745
Work,150110,150129,28
Work,150110,150130,2150
Work,150110,150131,6170
Work,150110,150132,1810
Work,150110,150133,386
Work,150110,150134,612
Work,150110,150135,6219
Work,150110,150136,2298
Work,150110,150137,1535
Work,150110,150138,1
Work,150110,150139,33
Work,150110,150140,2643
Work,150110,150141,1389
Work,150110,150142,533
Work,150110,150143,178
Work,150111,070101,1322
Work,150111,070102,74
Work,150111,070103,27
Work,150111,070104,40
Work,150111,070105,32
Work,150111,070106,127
Work,150111,070107,1
Work,150111,150101,8138
Work,150111,150102,58
Work,150111,150103,3989
Work,150111,150104,172
Work,150111,150105,709
Work,150111,150106,68
Work,150111,150107,36
Work,150111,150108,598
Work,150111,150109,43
Work,150111,150110,284
Work,150111,150111,32132
Work,150111,150112,253
Work,150111,150113,1264
Work,150111,150114,1422
Work,150111,150115,10281
Work,150111,150116,1055
Work,150111,150117,536
Work,150111,150118,817
Work,150111,150119,396
Work,150111,150120,396
Work,150111,150121,390
Work,150111,150122,1539
Work,150111,150123,113
Work,150111,150124,25
Work,150111,150125,205
Work,150111,150126,24
Work,150111,150127,12
Work,150111,150128,636
Work,150111,150129,12
Work,150111,150130,1402
Work,150111,150131,2012
Work,150111,150132,3830
Work,150111,150133,395
Work,150111,150134,1521
Work,150111,150135,557
Work,150111,150136,486
Work,150111,150137,4055
Work,150111,150138,1
Work,150111,150139,7
Work,150111,150140,1693
Work,150111,150141,685
Work,150111,150142,400
Work,150111,150143,267
Work,150112,070101,3308
Work,150112,070102,134
Work,150112,070103,102
Work,150112,070104,63
Work,150112,070105,48
Work,150112,070106,332
Work,150112,070107,2
Work,150112,150101,7823
Work,150112,150102,133
Work,150112,150103,955
Work,150112,150104,234
Work,150112,150105,1133
Work,150112,150106,555
Work,150112,150107,14
Work,150112,150108,659
Work,150112,150109,16
Work,150112,150110,2616
Work,150112,150111,239
Work,150112,150112,36698
Work,150112,150113,1367
Work,150112,150114,591
Work,150112,150115,2361
Work,150112,150116,797
Work,150112,150117,4176
Work,150112,150118,310
Work,150112,150119,372
Work,150112,150120,447
Work,150112,150121,510
Work,150112,150122,2231
Work,150112,150123,51
Work,150112,150124,23
Work,150112,150125,1096
Work,150112,150126,19
Work,150112,150127,4
Work,150112,150128,1376
Work,150112,150129,8
Work,150112,150130,965
Work,150112,150131,2699
Work,150112,150132,946
Work,150112,150133,179
Work,150112,150134,309
Work,150112,150135,3712
Work,150112,150136,885
Work,150112,150137,847
Work,150112,150138,1
Work,150112,150139,12
Work,150112,150140,1209
Work,150112,150141,632
Work,150112,150142,259
Work,150112,150143,93
Work,150113,070101,1004
Work,150113,070102,120
Work,150113,070103,36
Work,150113,070104,44
Work,150113,070105,25
Work,150113,070106,74
Work,150113,150101,3813
Work,150113,150102,17
Work,150113,150103,450
Work,150113,150104,173
Work,150113,150105,863
Work,150113,150106,35
Work,150113,150107,9
Work,150113,150108,386
Work,150113,150109,14
Work,150113,150110,115
Work,150113,150111,126
Work,150113,150112,132
Work,150113,150113,11388
Work,150113,150114,500
Work,150113,150115,1165
Work,150113,150116,886
Work,150113,150117,244
Work,150113,150118,90
Work,150113,150119,133
Work,150113,150120,712
Work,150113,150121,801
Work,150113,150122,2307
Work,150113,150123,27
Work,150113,150124,8
Work,150113,150125,62
Work,150113,150126,10
Work,150113,150127,1
Work,150113,150128,183
Work,150113,150129,2
Work,150113,150130,972
Work,150113,150131,3536
Work,150113,150132,281
Work,150113,150133,114
Work,150113,150134,145
Work,150113,150135,320
Work,150113,150136,862
Work,150113,150137,151
Work,150113,150139,1
Work,150113,150140,1060
Work,150113,150141,499
Work,150113,150142,112
Work,150113,150143,53
Work,150114,070101,1196
Work,150114,070102,106
Work,150114,070103,42
Work,150114,070104,40
Work,150114,070105,32
Work,150114,070106,93
Work,150114,070107,1
Work,150114,150101,3633
Work,150114,150102,34
Work,150114,150103,3637
Work,150114,150104,217
Work,150114,150105,357
Work,150114,150106,43
Work,150114,150107,43
Work,150114,150108,783
Work,150114,150109,162
Work,150114,150110,144
Work,150114,150111,354
Work,150114,150112,143
Work,150114,150113,1348
Work,150114,150114,22421
Work,150114,150115,2132
Work,150114,150116,774
Work,150114,150117,330
Work,150114,150118,414
Work,150114,150119,441
Work,150114,150120,492
Work,150114,150121,292
Work,150114,150122,3174
Work,150114,150123,380
Work,150114,150124,19
Work,150114,150125,134
Work,150114,150126,22
Work,150114,150127,13
Work,150114,150128,222
Work,150114,150129,15
Work,150114,150130,2447
Work,150114,150131,5794
Work,150114,150132,720
Work,150114,150133,326
Work,150114,150134,533
Work,150114,150135,403
Work,150114,150136,508
Work,150114,150137,1395
Work,150114,150138,5
Work,150114,150139,1
Work,150114,150140,4236
Work,150114,150141,963
Work,150114,150142,353
Work,150114,150143,164
Work,150115,070101,922
Work,150115,070102,63
Work,150115,070103,16
Work,150115,070104,31
Work,150115,070105,13
Work,150115,070106,74
Work,150115,070107,1
Work,150115,150101,5389
Work,150115,150102,22
Work,150115,150103,1501
Work,150115,150104,210
Work,150115,150105,661
Work,150115,150106,52
Work,150115,150107,23
Work,150115,150108,554
Work,150115,150109,29
Work,150115,150110,151
Work,150115,150111,387
Work,150115,150112,147
Work,150115,150113,1560
Work,150115,150114,866
Work,150115,150115,46560
Work,150115,150116,1653
Work,150115,150117,318
Work,150115,150118,202
Work,150115,150119,200
Work,150115,150120,439
Work,150115,150121,446
Work,150115,150122,2088
Work,150115,150123,62
Work,150115,150124,11
Work,150115,150125,111
Work,150115,150126,14
Work,150115,150127,3
Work,150115,150128,324
Work,150115,150129,4
Work,150115,150130,1980
Work,150115,150131,3014
Work,150115,150132,749
Work,150115,150133,261
Work,150115,150134,1209
Work,150115,150135,329
Work,150115,150136,556
Work,150115,150137,1062
Work,150115,150138,3
Work,150115,150139,1
Work,150115,150140,1491
Work,150115,150141,859
Work,150115,150142,268
Work,150115,150143,164
Work,150116,070101,525
Work,150116,070102,68
Work,150116,070103,13
Work,150116,070104,26
Work,150116,070105,12
Work,150116,070106,32
Work,150116,150101,2163
Work,150116,150102,11
Work,150116,150103,396
Work,150116,150104,151
Work,150116,150105,277
Work,150116,150106,14
Work,150116,150107,7
Work,150116,150108,292
Work,150116,150109,5
Work,150116,150110,60
Work,150116,150111,69
Work,150116,150112,61
Work,150116,150113,1563
Work,150116,150114,404
Work,150116,150115,1042
Work,150116,150116,9213
Work,150116,150117,143
Work,150116,150118,69
Work,150116,150119,92
Work,150116,150120,318
Work,150116,150121,292
Work,150116,150122,1731
Work,150116,150123,20
Work,150116,150124,5
Work,150116,150125,45
Work,150116,150126,8
Work,150116,150127,2
Work,150116,150128,122
Work,150116,150129,3
Work,150116,150130,791
Work,150116,150131,2968
Work,150116,150132,198
Work,150116,150133,96
Work,150116,150134,154
Work,150116,150135,161
Work,150116,150136,397
Work,150116,150137,128
Work,150116,150139,1
Work,150116,150140,830
Work,150116,150141,447
Work,150116,150142,106
Work,150116,150143,42
Work,150117,070101,7164
Work,150117,070102,454
Work,150117,070103,336
Work,150117,070104,198
Work,150117,070105,74
Work,150117,070106,866
Work,150117,070107,15
Work,150117,150101,12322
Work,150117,150102,391
Work,150117,150103,1649
Work,150117,150104,388
Work,150117,150105,1402
Work,150117,150106,895
Work,150117,150107,39
Work,150117,150108,928
Work,150117,150109,29
Work,150117,150110,4404
Work,150117,150111,390
Work,150117,150112,4274
Work,150117,150113,2605
Work,150117,150114,1056
Work,150117,150115,3217
Work,150117,150116,1331
Work,150117,150117,59430
Work,150117,150118,555
Work,150117,150119,555
Work,150117,150120,929
Work,150117,150121,1040
Work,150117,150122,3697
Work,150117,150123,72
Work,150117,150124,43
Work,150117,150125,2979
Work,150117,150126,34
Work,150117,150127,10
Work,150117,150128,1357
Work,150117,150129,22
Work,150117,150130,1833
Work,150117,150131,5518
Work,150117,150132,1336
Work,150117,150133,331
Work,150117,150134,453
Work,150117,150135,7602
Work,150117,150136,2176
Work,150117,150137,1183
Work,150117,150138,1
Work,150117,150139,31
Work,150117,150140,2271
Work,150117,150141,1130
Work,150117,150142,390
Work,150117,150143,151
Work,150118,070101,729
Work,150118,070102,28
Work,150118,070103,11
Work,150118,070104,34
Work,150118,070105,17
Work,150118,070106,77
Work,150118,070107,1
Work,150118,150101,3459
Work,150118,150102,39
Work,150118,150103,8579
Work,150118,150104,80
Work,150118,150105,211
Work,150118,150106,51
Work,150118,150107,1981
Work,150118,150108,352
Work,150118,150109,74
Work,150118,150110,132
Work,150118,150111,471
Work,150118,150112,88
Work,150118,150113,440
Work,150118,150114,1437
Work,150118,150115,2017
Work,150118,150116,256
Work,150118,150117,256
Work,150118,150118,57725
Work,150118,150119,347
Work,150118,150120,152
Work,150118,150121,135
Work,150118,150122,849
Work,150118,150123,86
Work,150118,150124,27
Work,150118,150125,136
Work,150118,150126,16
Work,150118,150127,7
Work,150118,150128,263
Work,150118,150129,13
Work,150118,150130,671
Work,150118,150131,1092
Work,150118,150132,1916
Work,150118,150133,195
Work,150118,150134,513
Work,150118,150135,214
Work,150118,150136,209
Work,150118,150137,3637
Work,150118,150138,4
Work,150118,150139,3
Work,150118,150140,1077
Work,150118,150141,283
Work,150118,150142,267
Work,150118,150143,100
Work,150119,070101,230
Work,150119,070102,10
Work,150119,070103,11
Work,150119,070104,8
Work,150119,070105,2
Work,150119,070106,16
Work,150119,150101,790
Work,150119,150102,6
Work,150119,150103,243
Work,150119,150104,88
Work,150119,150105,60
Work,150119,150106,12
Work,150119,150107,10
Work,150119,150108,679
Work,150119,150109,13
Work,150119,150110,24
Work,150119,150111,51
Work,150119,150112,16
Work,150119,150113,121
Work,150119,150114,251
Work,150119,150115,375
Work,150119,150116,111
Work,150119,150117,65
Work,150119,150118,67
Work,150119,150119,24373
Work,150119,150120,56
Work,150119,150121,52
Work,150119,150122,621
Work,150119,150123,766
Work,150119,150124,75
Work,150119,150125,30
Work,150119,150126,503
Work,150119,150127,149
Work,150119,150128,80
Work,150119,150129,167
Work,150119,150130,388
Work,150119,150131,514
Work,150119,150132,146
Work,150119,150133,644
Work,150119,150134,134
Work,150119,150135,40
Work,150119,150136,67
Work,150119,150137,138
Work,150119,150138,16
Work,150119,150139,3
Work,150119,150140,970
Work,150119,150141,272
Work,150119,150142,1832
Work,150119,150143,874
Work,150120,070101,1055
Work,150120,070102,153
Work,150120,070103,47
Work,150120,070104,77
Work,150120,070105,23
Work,150120,070106,67
Work,150120,070107,1
Work,150120,150101,2351
Work,150120,150102,11
Work,150120,150103,356
Work,150120,150104,176
Work,150120,150105,453
Work,150120,150106,17
Work,150120,150107,8
Work,150120,150108,316
Work,150120,150109,10
Work,150120,150110,64
Work,150120,150111,55
Work,150120,150112,87
Work,150120,150113,1600
Work,150120,150114,423
Work,150120,150115,673
Work,150120,150116,487
Work,150120,150117,168
Work,150120,150118,65
Work,150120,150119,125
Work,150120,150120,8404
Work,150120,150121,640
Work,150120,150122,2445
Work,150120,150123,26
Work,150120,150124,3
Work,150120,150125,60
Work,150120,150126,7
Work,150120,150127,2
Work,150120,150128,104
Work,150120,150129,2
Work,150120,150130,779
Work,150120,150131,3551
Work,150120,150132,157
Work,150120,150133,80
Work,150120,150134,93
Work,150120,150135,210
Work,150120,150136,1107
Work,150120,150137,129
Work,150120,150139,1
Work,150120,150140,968
Work,150120,150141,455
Work,150120,150142,88
Work,150120,150143,41
Work,150121,070101,1481
Work,150121,070102,216
Work,150121,070103,70
Work,150121,070104,100
Work,150121,070105,24
Work,150121,070106,86
Work,150121,070107,2
Work,150121,150101,4225
Work,150121,150102,10
Work,150121,150103,518
Work,150121,150104,188
Work,150121,150105,1017
Work,150121,150106,32
Work,150121,150107,13
Work,150121,150108,411
Work,150121,150109,4
Work,150121,150110,141
Work,150121,150111,156
Work,150121,150112,151
Work,150121,150113,2735
Work,150121,150114,566
Work,150121,150115,1091
Work,150121,150116,819
Work,150121,150117,324
Work,150121,150118,87
Work,150121,150119,150
Work,150121,150120,1142
Work,150121,150121,9957
Work,150121,150122,2478
Work,150121,150123,32
Work,150121,150124,3
Work,150121,150125,75
Work,150121,150126,10
Work,150121,150128,225
Work,150121,150129,3
Work,150121,150130,1047
Work,150121,150131,3790
Work,150121,150132,328
Work,150121,150133,104
Work,150121,150134,190
Work,150121,150135,462
Work,150121,150136,1648
Work,150121,150137,203
Work,150121,150138,2
Work,150121,150139,1
Work,150121,150140,1176
Work,150121,150141,538
Work,150121,150142,102
Work,150121,150143,39
Work,150122,070101,1179
Work,150122,070102,70
Work,150122,070103,25
Work,150122,070104,37
Work,150122,070105,21
Work,150122,070106,76
Work,150122,150101,2393
Work,150122,150102,6
Work,150122,150103,607
Work,150122,150104,770
Work,150122,150105,234
Work,150122,150106,6
Work,150122,150107,11
Work,150122,150108,881
Work,150122,150109,9
Work,150122,150110,65
Work,150122,150111,70
Work,150122,150112,69
Work,150122,150113,1136
Work,150122,150114,849
Work,150122,150115,916
Work,150122,150116,593
Work,150122,150117,140
Work,150122,150118,84
Work,150122,150119,273
Work,150122,150120,680
Work,150122,150121,254
Work,150122,150122,21532
Work,150122,150123,95
Work,150122,150124,8
Work,150122,150125,43
Work,150122,150126,26
Work,150122,150127,7
Work,150122,150128,103
Work,150122,150129,4
Work,150122,150130,1311
Work,150122,150131,7427
Work,150122,150132,148
Work,150122,150133,144
Work,150122,150134,164
Work,150122,150135,174
Work,150122,150136,746
Work,150122,150137,168
Work,150122,150138,2
Work,150122,150139,1
Work,150122,150140,2488
Work,150122,150141,1344
Work,150122,150142,228
Work,150122,150143,78
Work,150123,070101,285
Work,150123,070102,10
Work,150123,070103,8
Work,150123,070104,15
Work,150123,070105,5
Work,150123,070106,23
Work,150123,150101,1160
Work,150123,150102,13
Work,150123,150103,1835
Work,150123,150104,103
Work,150123,150105,90
Work,150123,150106,26
Work,150123,150107,25
Work,150123,150108,352
Work,150123,150109,583
Work,150123,150110,55
Work,150123,150111,167
Work,150123,150112,30
Work,150123,150113,205
Work,150123,150114,7345
Work,150123,150115,1383
Work,150123,150116,256
Work,150123,150117,102
Work,150123,150118,193
Work,150123,150119,1389
Work,150123,150120,118
Work,150123,150121,88
Work,150123,150122,820
Work,150123,150123,19067
Work,150123,150124,23
Work,150123,150125,54
Work,150123,150126,85
Work,150123,150127,21
Work,150123,150128,97
Work,150123,150129,31
Work,150123,150130,982
Work,150123,150131,956
Work,150123,150132,333
Work,150123,150133,280
Work,150123,150134,356
Work,150123,150135,105
Work,150123,150136,155
Work,150123,150137,1384
Work,150123,150138,1
Work,150123,150140,1466
Work,150123,150141,248
Work,150123,150142,383
Work,150123,150143,207
Work,150124,070101,32
Work,150124,070102,2
Work,150124,070104,1
Work,150124,070105,2
Work,150124,150101,130
Work,150124,150102,4
Work,150124,150103,21
Work,150124,150104,11
Work,150124,150105,8
Work,150124,150107,1
Work,150124,150108,45
Work,150124,150109,4
Work,150124,150110,5
Work,150124,150111,3
Work,150124,150112,2
Work,150124,150113,14
Work,150124,150114,20
Work,150124,150115,20
Work,150124,150116,9
Work,150124,150117,9
Work,150124,150118,7
Work,150124,150119,221
Work,150124,150120,2
Work,150124,150121,3
Work,150124,150122,44
Work,150124,150123,24
Work,150124,150124,3906
Work,150124,150125,5
Work,150124,150126,58
Work,150124,150127,30
Work,150124,150128,4
Work,150124,150129,77
Work,150124,150130,22
Work,150124,150131,42
Work,150124,150132,20
Work,150124,150133,34
Work,150124,150134,11
Work,150124,150135,9
Work,150124,150136,6
Work,150124,150137,19
Work,150124,150138,5
Work,150124,150140,57
Work,150124,150141,13
Work,150124,150142,53
Work,150124,150143,17
Work,150125,070101,4340
Work,150125,070102,198
Work,150125,070103,150
Work,150125,070104,121
Work,150125,070105,54
Work,150125,070106,1894
Work,150125,070107,48
Work,150125,150101,7083
Work,150125,150102,1344
Work,150125,150103,1041
Work,150125,150104,245
Work,150125,150105,871
Work,150125,150106,1710
Work,150125,150107,26
Work,150125,150108,577
Work,150125,150109,40
Work,150125,150110,4373
Work,150125,150111,241
Work,150125,150112,2084
Work,150125,150113,1216
Work,150125,150114,743
Work,150125,150115,2185
Work,150125,150116,707
Work,150125,150117,9256
Work,150125,150118,485
Work,150125,150119,468
Work,150125,150120,487
Work,150125,150121,510
Work,150125,150122,1982
Work,150125,150123,72
Work,150125,150124,35
Work,150125,150125,66755
Work,150125,150126,42
Work,150125,150127,6
Work,150125,150128,834
Work,150125,150129,30
Work,150125,150130,1023
Work,150125,150131,2231
Work,150125,150132,1040
Work,150125,150133,220
Work,150125,150134,315
Work,150125,150135,3899
Work,150125,150136,1051
Work,150125,150137,902
Work,150125,150139,76
Work,150125,150140,1622
Work,150125,150141,564
Work,150125,150142,387
Work,150125,150143,120
Work,150126,070101,51
Work,150126,070102,3
Work,150126,070103,2
Work,150126,070104,2
Work,150126,070105,1
Work,150126,070106,3
Work,150126,150101,232
Work,150126,150102,3
Work,150126,150103,90
Work,150126,150104,28
Work,150126,150105,16
Work,150126,150106,2
Work,150126,150107,2
Work,150126,150108,184
Work,150126,150109,12
Work,150126,150110,5
Work,150126,150111,16
Work,150126,150112,5
Work,150126,150113,32
Work,150126,150114,73
Work,150126,150115,141
Work,150126,150116,26
Work,150126,150117,14
Work,150126,150118,17
Work,150126,150119,891
Work,150126,150120,8
Work,150126,150121,10
Work,150126,150122,153
Work,150126,150123,69
Work,150126,150124,9
Work,150126,150125,4
Work,150126,150126,3373
Work,150126,150127,50
Work,150126,150128,15
Work,150126,150129,56
Work,150126,150130,62
Work,150126,150131,122
Work,150126,150132,46
Work,150126,150133,161
Work,150126,150134,31
Work,150126,150135,11
Work,150126,150136,14
Work,150126,150137,52
Work,150126,150138,4
Work,150126,150139,3
Work,150126,150140,176
Work,150126,150141,58
Work,150126,150142,299
Work,150126,150143,65
Work,150127,070101,28
Work,150127,070102,3
Work,150127,070106,1
Work,150127,150101,113
Work,150127,150102,2
Work,150127,150103,25
Work,150127,150104,11
Work,150127,150105,7
Work,150127,150106,3
Work,150127,150107,1
Work,150127,150108,53
Work,150127,150109,2
Work,150127,150110,3
Work,150127,150111,4
Work,150127,150112,4
Work,150127,150113,15
Work,150127,150114,29
Work,150127,150115,40
Work,150127,150116,5
Work,150127,150117,10
Work,150127,150118,3
Work,150127,150119,509
Work,150127,150120,8
Work,150127,150121,5
Work,150127,150122,56
Work,150127,150123,45
Work,150127,150124,13
Work,150127,150125,3
Work,150127,150126,137
Work,150127,150127,1174
Work,150127,150128,5
Work,150127,150129,130
Work,150127,150130,32
Work,150127,150131,55
Work,150127,150132,12
Work,150127,150133,34
Work,150127,150134,9
Work,150127,150135,10
Work,150127,150136,8
Work,150127,150137,5
Work,150127,150138,7
Work,150127,150140,86
Work,150127,150141,18
Work,150127,150142,31
Work,150127,150143,18
Work,150128,070101,1822
Work,150128,070102,94
Work,150128,070103,44
Work,150128,070104,46
Work,150128,070105,20
Work,150128,070106,150
Work,150128,070107,1
Work,150128,150101,10909
Work,150128,150102,59
